n_updates,time_elapsed,total_timesteps,value_loss,explained_variance,approxkl,fps,policy_entropy,clipfrac,policy_loss,serial_timesteps,ep_len_mean,ep_reward_mean
23,66.84497427940369,20608,0.10866608,-0.25067079067230225,0.0030158032,353,9.958181,0.03208705,-0.005886873,2944,1000.0,447.4685405714285
24,69.38215374946594,21504,0.40747774,-0.037487149238586426,0.0012383761,117,9.958469,0.0033482146,-0.0035599417,3072,1000.0,725.6023401428571
25,77.03101444244385,22400,0.06465294,-0.06181454658508301,0.0034100804,389,9.9597,0.035714287,-0.008180328,3200,1000.0,725.6023401428571
26,79.33065700531006,23296,0.09197561,-0.12487995624542236,0.002552988,397,9.959673,0.021484375,-0.004949344,3328,1000.0,725.6023401428571
27,81.58490371704102,24192,0.08696317,-0.04449021816253662,0.0044345935,375,9.9612465,0.05552455,-0.008184049,3456,1000.0,725.6023401428571
28,83.97041916847229,25088,0.047780827,0.05667048692703247,0.003831054,395,9.963587,0.048549104,-0.0065491754,3584,1000.0,725.6023401428571
29,86.2357771396637,25984,0.072137885,-0.13436901569366455,0.0031033652,369,9.962623,0.034598216,-0.0055798846,3712,1000.0,725.6023401428571
30,88.66498827934265,26880,0.03151273,0.06219357252120972,0.004968454,394,9.961381,0.06473214,-0.0068874755,3840,1000.0,725.6023401428571
31,90.9379951953888,27776,0.021109743,0.053657710552215576,0.0015368313,377,9.956431,0.0072544646,-0.0035186256,3968,1000.0,725.6023401428571
32,93.31177163124084,28672,0.31085745,-0.022797465324401855,0.00035449734,110,9.955529,0.00027901787,-4.3681284e-05,4096,1000.0,1055.3572574642856
33,101.43519878387451,29568,0.027220812,-0.16124606132507324,0.0016630169,388,9.958468,0.010881697,-0.0048108017,4224,1000.0,1055.3572574642856
34,103.74446296691895,30464,0.08143594,0.13962322473526,0.0052011283,384,9.963,0.07059152,-0.007467003,4352,1000.0,1055.3572574642856
35,106.0755205154419,31360,0.03488439,0.33127665519714355,0.0018963193,401,9.966455,0.01171875,-0.004126235,4480,1000.0,1055.3572574642856
36,108.30516576766968,32256,0.06142714,-0.024954915046691895,0.0036936654,398,9.971365,0.04017857,-0.0058056135,4608,1000.0,1055.3572574642856
37,110.55228734016418,33152,0.058352344,0.10477548837661743,0.0033870176,376,9.969661,0.034877233,-0.0053729047,4736,1000.0,1055.3572574642856
38,112.9333004951477,34048,0.059159677,-0.053475260734558105,0.0026554419,367,9.96534,0.025111608,-0.006899141,4864,1000.0,1055.3572574642856
39,115.37342047691345,34944,0.03705676,-0.1732773780822754,0.003923113,377,9.963296,0.042131696,-0.005150581,4992,1000.0,1055.3572574642856
40,117.74598217010498,35840,0.19368526,0.0643470287322998,0.0021121167,114,9.961456,0.015904019,-0.004188574,5120,1000.0,1359.3800076
41,125.58661890029907,36736,0.02610628,0.407959520816803,0.0037033828,388,9.964745,0.04464286,-0.0049829194,5248,1000.0,1359.3800076
42,127.8925313949585,37632,0.10251294,0.08162510395050049,0.0029884735,391,9.96442,0.031808034,-0.0050739315,5376,1000.0,1359.3800076
43,130.18475818634033,38528,0.020884078,0.19708579778671265,0.0047993218,377,9.964985,0.062220983,-0.007207711,5504,1000.0,1359.3800076
44,132.5578329563141,39424,0.058585703,0.146212637424469,0.0032406652,393,9.965943,0.03794643,-0.0052363314,5632,1000.0,1359.3800076
45,134.8353590965271,40320,0.09211266,0.06690269708633423,0.0017453814,380,9.961205,0.008370535,-0.0024088747,5760,1000.0,1359.3800076
46,137.18783473968506,41216,0.039633077,-0.08834564685821533,0.005043955,370,9.954756,0.070033476,-0.008258654,5888,1000.0,1359.3800076
47,139.60632252693176,42112,0.43979985,0.0012670159339904785,0.0019017039,119,9.953486,0.011160715,-0.004032234,6016,1000.0,1731.879620285714
48,147.1207857131958,43008,0.035014674,0.47840481996536255,0.003024368,360,9.956428,0.030691965,-0.0029718606,6144,1000.0,1731.879620285714
49,149.60724759101868,43904,0.03218248,0.09234964847564697,0.0039291624,373,9.960844,0.051060267,-0.007308569,6272,1000.0,1731.879620285714
50,152.00735878944397,44800,0.05547444,0.12102389335632324,0.0034979975,353,9.964113,0.039341517,-0.004871408,6400,1000.0,1731.879620285714
51,154.54489660263062,45696,0.023822172,0.38251793384552,0.003493401,355,9.962207,0.038504466,-0.004906708,6528,1000.0,1731.879620285714
52,157.06275725364685,46592,0.072973385,0.036151766777038574,0.0029228244,327,9.956534,0.029575894,-0.0050877454,6656,1000.0,1731.879620285714
53,159.80006909370422,47488,0.034885984,0.10358643531799316,0.0036666717,331,9.953342,0.046875,-0.004374987,6784,1000.0,1731.879620285714
54,162.50351190567017,48384,0.027560934,0.2958288788795471,0.0029599722,355,9.954855,0.032645088,-0.0053571477,6912,1000.0,1731.879620285714
55,165.02842473983765,49280,0.3779232,-0.019611239433288574,0.003527224,115,9.957375,0.04157366,-0.0057954113,7040,1000.0,2147.7474646530613
56,172.76152896881104,50176,0.03648463,0.24714607000350952,0.0024550282,317,9.961539,0.0234375,-0.0031344807,7168,1000.0,2147.7474646530613
57,175.58054661750793,51072,0.020539058,0.018547356128692627,0.0039885934,332,9.961195,0.04464286,-0.005763977,7296,1000.0,2147.7474646530613
58,178.2776656150818,51968,0.030721359,0.10592997074127197,0.0048655956,353,9.956736,0.058314733,-0.0075877183,7424,1000.0,2147.7474646530613
59,180.81187319755554,52864,0.05336926,0.23291587829589844,0.0032992223,333,9.953119,0.03376116,-0.0046089673,7552,1000.0,2147.7474646530613
60,183.49514532089233,53760,0.033707622,0.2573520541191101,0.002042129,328,9.951155,0.012555804,-0.003199848,7680,1000.0,2147.7474646530613
61,186.22398686408997,54656,0.055653945,0.27085983753204346,0.0036505703,327,9.95349,0.043526787,-0.0055842423,7808,1000.0,2147.7474646530613
62,188.9645757675171,55552,0.040121015,0.47460395097732544,0.0038789653,317,9.954055,0.044921875,-0.005407053,7936,1000.0,2147.7474646530613
63,191.7888901233673,56448,0.42694467,-0.11505091190338135,0.0030778216,112,9.956237,0.03097098,-0.0046918252,8064,1000.0,2716.6872441964288
64,199.76450848579407,57344,0.044939376,0.6838288009166718,0.005451425,320,9.958449,0.066127226,-0.004821978,8192,1000.0,2716.6872441964288
65,202.56221556663513,58240,0.028193109,0.48389536142349243,0.002917557,351,9.957895,0.029575896,-0.0031423334,8320,1000.0,2716.6872441964288
66,205.11199712753296,59136,0.044430476,0.666452556848526,0.0014781408,326,9.954176,0.004464286,-0.0012257476,8448,1000.0,2716.6872441964288
67,207.8570911884308,60032,0.040701304,0.6713965535163879,0.0062204665,354,9.954208,0.089564726,-0.009130192,8576,1000.0,2716.6872441964288
68,210.38357281684875,60928,0.06832631,0.6816584765911102,0.002550534,364,9.956269,0.02064732,-0.0050141443,8704,1000.0,2716.6872441964288
69,212.8455970287323,61824,0.06000334,0.6854873895645142,0.005190847,347,9.960078,0.073102675,-0.0067820055,8832,1000.0,2716.6872441964288
70,215.42646408081055,62720,0.031148287,0.5456055998802185,0.00536735,333,9.959018,0.06808036,-0.0061277645,8960,1000.0,2716.6872441964288
71,218.1132731437683,63616,0.33574033,0.007642030715942383,0.003076064,113,9.954257,0.029296875,-0.0041487333,9088,1000.0,3179.8684403492066
72,225.99060678482056,64512,0.04618282,0.38411015272140503,0.005467169,317,9.951533,0.07589286,-0.008325791,9216,1000.0,3179.8684403492066
73,228.81479501724243,65408,0.02062354,0.24920445680618286,0.0021847407,328,9.952211,0.014787946,-0.0034850333,9344,1000.0,3179.8684403492066
74,231.54575610160828,66304,0.020679565,0.4451175928115845,0.0026770295,350,9.949305,0.023995537,-0.0038418546,9472,1000.0,3179.8684403492066
75,234.10067462921143,67200,0.0163467,0.1691156029701233,0.0038611034,345,9.948721,0.039620534,-0.0041686934,9600,1000.0,3179.8684403492066
76,236.6960904598236,68096,0.028479777,-0.06440496444702148,0.004815086,318,9.951281,0.057198666,-0.0064500268,9728,1000.0,3179.8684403492066
77,239.51396250724792,68992,0.043161955,0.41694772243499756,0.0043518306,336,9.950339,0.053850446,-0.005361231,9856,1000.0,3179.8684403492066
78,242.17896461486816,69888,0.026016453,0.8006330281496048,0.0051326146,332,9.944972,0.06668527,-0.008316167,9984,1000.0,3179.8684403492066
79,244.8780906200409,70784,0.28912,0.1091465950012207,0.003546815,111,9.940392,0.04185268,-0.0036631126,10112,1000.0,3719.2795418428573
80,252.93369960784912,71680,0.03346056,0.7669760584831238,0.0016303342,299,9.9370165,0.012834821,-0.003330154,10240,1000.0,3719.2795418428573
81,255.92349982261658,72576,0.024234885,0.5457545518875122,0.004397665,323,9.933343,0.05329241,-0.0044497377,10368,1000.0,3719.2795418428573
82,258.69051861763,73472,0.013879429,-0.02929210662841797,0.0020030888,292,9.932123,0.013392856,-0.0016436786,10496,1000.0,3719.2795418428573
83,261.75768876075745,74368,0.008793591,-0.16959404945373535,0.0033804295,302,9.932695,0.03515625,-0.0049353577,10624,1000.0,3719.2795418428573
84,264.7235221862793,75264,0.020878159,0.06733947992324829,0.0024178426,320,9.93468,0.016183035,-0.0023368332,10752,1000.0,3719.2795418428573
85,267.5228385925293,76160,0.012942598,-0.07278585433959961,0.005000136,324,9.934663,0.06501116,-0.009436119,10880,1000.0,3719.2795418428573
86,270.2849311828613,77056,0.28273043,0.030447065830230713,0.003056598,111,9.934558,0.02622768,-0.0034177986,11008,1000.0,4152.591429610389
87,278.2981688976288,77952,0.042727828,0.7675256878137589,0.0038455795,366,9.935944,0.04603795,-0.006405198,11136,1000.0,4152.591429610389
88,280.7468922138214,78848,0.02295138,0.6864243447780609,0.0039190846,335,9.93341,0.046875,-0.006157414,11264,1000.0,4152.591429610389
89,283.4159381389618,79744,0.020109812,-0.14295434951782227,0.0055767866,335,9.9283695,0.075334825,-0.009345088,11392,1000.0,4152.591429610389
90,286.0875623226166,80640,0.028295308,0.7206588387489319,0.0050363825,326,9.929895,0.067801334,-0.006263192,11520,1000.0,4152.591429610389
91,288.83278346061707,81536,0.036094353,0.7794412225484848,0.0051748916,299,9.931026,0.06863839,-0.008591348,11648,1000.0,4152.591429610389
92,291.83051443099976,82432,0.0286033,0.727098137140274,0.002737325,319,9.931976,0.022321427,-0.0035037405,11776,1000.0,4152.591429610389
93,294.6317448616028,83328,0.0126048615,0.8099263608455658,0.0030453913,285,9.92972,0.031529017,-0.0053042886,11904,1000.0,4152.591429610389
94,297.7667636871338,84224,0.24380694,-0.03157806396484375,0.002153093,112,9.929496,0.01032366,-0.0014250003,12032,1000.0,4492.297917142858
95,305.7662332057953,85120,0.030602988,0.8140369653701782,0.0012915706,355,9.928428,0.0033482146,-0.003414029,12160,1000.0,4492.297917142858
96,308.29058051109314,86016,0.007075314,-0.555976390838623,0.0012771226,310,9.92643,0.0030691964,-0.0015523586,12288,1000.0,4492.297917142858
97,311.1781885623932,86912,0.01852785,0.44434505701065063,0.0067256647,315,9.926054,0.09514509,-0.008971756,12416,1000.0,4492.297917142858
98,314.0152726173401,87808,0.0131654255,0.05995619297027588,0.0031150775,336,9.924381,0.03292411,-0.0034964182,12544,1000.0,4492.297917142858
99,316.68131947517395,88704,0.014618424,0.38711196184158325,0.0016484105,313,9.92431,0.0078125,-0.0020038066,12672,1000.0,4492.297917142858
100,319.53985619544983,89600,0.012293444,0.5742419064044952,0.0028290781,305,9.922622,0.029017856,-0.0027986541,12800,1000.0,4492.297917142858
101,322.4691746234894,90496,0.027101647,0.5137626230716705,0.005779993,307,9.920027,0.07896206,-0.007462601,12928,1000.0,4492.297917142858
102,325.3822765350342,91392,0.23885512,-0.019733905792236328,0.0027755492,110,9.919056,0.026785715,-0.004635427,13056,1000.0,4827.984193901099
103,333.45759534835815,92288,0.023754096,0.7689033448696136,0.0049165403,295,9.921092,0.0672433,-0.006907508,13184,1000.0,4827.984193901099
104,336.486741065979,93184,0.027914925,0.6180235743522644,0.0015484203,339,9.923366,0.0078125,-0.0027119669,13312,1000.0,4827.984193901099
105,339.1266689300537,94080,0.010113299,-0.09849131107330322,0.0058269175,311,9.925187,0.080636166,-0.0071667205,13440,1000.0,4827.984193901099
106,342.00160574913025,94976,0.014937776,0.014799237251281738,0.0035903116,271,9.926859,0.04157366,-0.0053446162,13568,1000.0,4827.984193901099
107,345.3005073070526,95872,0.039845683,0.6658854484558105,0.0041773827,297,9.931876,0.05189732,-0.0062472275,13696,1000.0,4827.984193901099
108,348.3143935203552,96768,0.030098438,0.6400777399539948,0.0051883925,321,9.934434,0.06696428,-0.00621878,13824,1000.0,4827.984193901099
109,351.098171710968,97664,0.011930803,-0.13799798488616943,0.008179284,317,9.9315195,0.12025669,-0.009816475,13952,1000.0,4827.984193901099
110,353.91832971572876,98560,0.23606114,0.011342048645019531,0.00088266213,116,9.929081,0.0013950893,-0.0012537278,14080,1000.0,5154.607327336734
111,361.5851893424988,99456,0.019397486,0.11999744176864624,0.0040538963,328,9.930234,0.053850446,-0.0043937834,14208,1000.0,5154.607327336734
112,364.31567764282227,100352,0.021169312,0.11137205362319946,0.0035551488,317,9.929805,0.043526787,-0.005094309,14336,1000.0,5154.607327336734
113,367.1402943134308,101248,0.029757947,0.31655168533325195,0.0027001225,318,9.9278345,0.022600446,-0.0054696137,14464,1000.0,5154.607327336734
114,369.9576470851898,102144,0.023468563,0.37526750564575195,0.0033204388,316,9.9237995,0.035714284,-0.0041195103,14592,1000.0,5154.607327336734
115,372.79110169410706,103040,0.022400733,0.17945808172225952,0.0050227847,317,9.921607,0.06138393,-0.00575457,14720,1000.0,5154.607327336734
116,375.61251974105835,103936,0.01658573,-0.07543671131134033,0.0010199615,347,9.918074,0.0027901786,-0.0024430477,14848,1000.0,5154.607327336734
117,378.19577383995056,104832,0.02230683,0.35427045822143555,0.0056956024,312,9.914357,0.07756697,-0.005188884,14976,1000.0,5154.607327336734
118,381.062650680542,105728,0.25736237,0.0015546083450317383,0.003824713,111,9.912257,0.04547991,-0.004455877,15104,1000.0,5805.88318999
119,389.1159448623657,106624,0.036870785,0.4509904384613037,0.0037723924,341,9.9135475,0.039899554,-0.0068145245,15232,1000.0,5805.88318999
120,391.74128770828247,107520,0.016660511,0.17667698860168457,0.003353374,336,9.911667,0.031529017,-0.004677406,15360,1000.0,5805.88318999
121,394.4057230949402,108416,0.016005997,0.2989124059677124,0.0041896175,308,9.911576,0.05357143,-0.0070021953,15488,1000.0,5805.88318999
122,397.3149268627167,109312,0.012740122,-0.15970349311828613,0.0071716504,325,9.912037,0.099609375,-0.006448444,15616,1000.0,5805.88318999
123,400.0647015571594,110208,0.023328079,0.3291904926300049,0.005417059,322,9.912212,0.072823666,-0.00635002,15744,1000.0,5805.88318999
124,402.8473997116089,111104,0.014967912,0.20527809858322144,0.00077313924,326,9.910814,0.00027901787,-0.0017062542,15872,1000.0,5805.88318999
125,405.5933344364166,112000,0.28327113,0.016817808151245117,0.0040487275,109,9.908622,0.04827009,-0.0046564587,16000,1000.0,6606.680576660001
126,413.75355982780457,112896,0.017154183,0.5450545251369476,0.0040404405,287,9.904914,0.04771205,-0.00539466,16128,1000.0,6606.680576660001
127,416.87340354919434,113792,0.01720533,0.28301721811294556,0.004693802,323,9.903783,0.06305803,-0.005482734,16256,1000.0,6606.680576660001
128,419.6435875892639,114688,0.015955433,0.0064484477043151855,0.0045770486,293,9.90487,0.05301339,-0.0060833883,16384,1000.0,6606.680576660001
129,422.69962668418884,115584,0.026537236,0.2861865758895874,0.0030932399,297,9.90247,0.027901787,-0.0040930067,16512,1000.0,6606.680576660001
130,425.7104420661926,116480,0.026414406,0.0954788327217102,0.004650706,290,9.897121,0.05859375,-0.0039678947,16640,1000.0,6606.680576660001
131,428.79663372039795,117376,0.015926268,0.006772339344024658,0.004368788,269,9.894895,0.058035716,-0.006032805,16768,1000.0,6606.680576660001
132,432.11685967445374,118272,0.027467603,0.33590614795684814,0.0036667744,280,9.894004,0.03794643,-0.0047379257,16896,1000.0,6606.680576660001
133,435.31651616096497,119168,0.33593535,0.038275182247161865,0.0068350374,105,9.8981495,0.09151786,-0.0061014323,17024,1000.0,7532.16338033
134,443.7819049358368,120064,0.02258496,0.44198375940322876,0.0025378233,353,9.905344,0.023158481,-0.0029224984,17152,1000.0,7532.16338033
135,446.3144109249115,120960,0.02380403,0.14468002319335938,0.0032419018,332,9.911145,0.037109375,-0.0060409973,17280,1000.0,7532.16338033
136,449.0074100494385,121856,0.016508477,-0.012651801109313965,0.00585828,346,9.912358,0.07924107,-0.004961637,17408,1000.0,7532.16338033
137,451.5970849990845,122752,0.02473129,-0.01341700553894043,0.0018492057,301,9.90851,0.01422991,-0.002466246,17536,1000.0,7532.16338033
138,454.57074213027954,123648,0.01666726,0.08539700508117676,0.0029913841,324,9.907743,0.032087054,-0.006615339,17664,1000.0,7532.16338033
139,457.330415725708,124544,0.026368625,0.02956068515777588,0.004736351,345,9.90982,0.060825896,-0.006324982,17792,1000.0,7532.16338033
140,459.9251346588135,125440,0.020995965,0.020799696445465088,0.0056683365,305,9.905733,0.07672991,-0.0091548655,17920,1000.0,7532.16338033
141,462.85837030410767,126336,0.35301876,-0.06454825401306152,0.0006000741,111,9.901632,0.00055803574,-0.0010974732,18048,1000.0,8475.14244754
142,470.89519119262695,127232,0.026875753,0.04133784770965576,0.0027118654,325,9.898944,0.025669644,-0.0051107802,18176,1000.0,8475.14244754
143,473.64588713645935,128128,0.020368423,0.020351290702819824,0.007355244,336,9.895946,0.09933036,-0.0067178225,18304,1000.0,8475.14244754
144,476.3128697872162,129024,0.013022828,0.03588813543319702,0.0049123103,311,9.893362,0.069196425,-0.006671549,18432,1000.0,8475.14244754
145,479.189728975296,129920,0.017804172,0.14388465881347656,0.005771172,317,9.893788,0.081752226,-0.005733655,18560,1000.0,8475.14244754
146,482.01112937927246,130816,0.021696713,-0.036141395568847656,0.0076581016,311,9.8975525,0.11272321,-0.008832581,18688,1000.0,8475.14244754
147,484.88763308525085,131712,0.028829683,0.01792663335800171,0.0048778644,332,9.894641,0.06082589,-0.005394251,18816,1000.0,8475.14244754
148,487.58230352401733,132608,0.0192068,0.09519386291503906,0.0034866089,328,9.891367,0.031808037,-0.0047454364,18944,1000.0,8475.14244754
149,490.3102512359619,133504,0.3771339,-0.07057678699493408,0.00415572,112,9.889658,0.04520089,-0.002790406,19072,1000.0,9575.047536529999
150,498.3066203594208,134400,0.024394754,0.08132326602935791,0.005502709,317,9.892072,0.07561384,-0.007025052,19200,1000.0,9575.047536529999
151,501.1262300014496,135296,0.030193895,0.15831851959228516,0.0058491915,335,9.894002,0.08231027,-0.007843174,19328,1000.0,9575.047536529999
152,503.79637837409973,136192,0.029058263,0.07873094081878662,0.005647556,337,9.895745,0.06780134,-0.0051737125,19456,1000.0,9575.047536529999
153,506.4520893096924,137088,0.020019839,0.059976279735565186,0.0037452658,327,9.891041,0.039341517,-0.0047989953,19584,1000.0,9575.047536529999
154,509.18498158454895,137984,0.014570174,0.05368673801422119,0.0037036303,297,9.890404,0.04296875,-0.0047720177,19712,1000.0,9575.047536529999
155,512.1950905323029,138880,0.021823883,0.07585173845291138,0.004892765,293,9.888427,0.059151784,-0.0068323016,19840,1000.0,9575.047536529999
156,515.2465827465057,139776,0.02217216,0.015054881572723389,0.003719927,340,9.883779,0.04045759,-0.005464271,19968,1000.0,9575.047536529999
157,517.8772010803223,140672,0.37738627,-0.07211506366729736,0.003729097,108,9.876686,0.041852675,-0.00422115,20096,1000.0,10675.481523749999
158,526.1466429233551,141568,0.02167946,0.06474977731704712,0.0014484591,302,9.873152,0.009765625,-0.001557173,20224,1000.0,10675.481523749999
159,529.1103086471558,142464,0.016853146,0.07169938087463379,0.0013470801,303,9.866793,0.006417411,-0.0020571812,20352,1000.0,10675.481523749999
160,532.068202495575,143360,0.025578655,-0.025880813598632812,0.009217202,308,9.859811,0.12611607,-0.008423616,20480,1000.0,10675.481523749999
161,534.9756317138672,144256,0.03193497,0.03678649663925171,0.004393071,326,9.85401,0.05608259,-0.004432734,20608,1000.0,10675.481523749999
162,537.7226755619049,145152,0.022141205,0.06595826148986816,0.007770343,302,9.852894,0.11383928,-0.009586915,20736,1000.0,10675.481523749999
163,540.6813685894012,146048,0.01771705,0.04046750068664551,0.002384792,326,9.858261,0.019252233,-0.0031896227,20864,1000.0,10675.481523749999
164,543.431314945221,146944,0.014404038,0.027680397033691406,0.005793157,318,9.861262,0.07393973,-0.0058908695,20992,1000.0,10675.481523749999
165,546.2453556060791,147840,0.27050704,0.002902388572692871,0.0063919458,109,9.861575,0.0906808,-0.004078865,21120,1000.0,11970.229409299998
166,554.3958616256714,148736,0.02068513,0.012209117412567139,0.0061530024,319,9.866283,0.083984375,-0.0086766295,21248,1000.0,11970.229409299998
167,557.1969411373138,149632,0.014579117,-0.02511453628540039,0.0034088902,336,9.868759,0.032087054,-0.0013617207,21376,1000.0,11970.229409299998
168,559.8605213165283,150528,0.021279149,-0.0008361339569091797,0.003564431,351,9.8652315,0.042968754,-0.003888257,21504,1000.0,11970.229409299998
169,562.4075353145599,151424,0.015849242,0.024043381214141846,0.0063078185,353,9.86462,0.08342634,-0.006819895,21632,1000.0,11970.229409299998
170,564.9457178115845,152320,0.018483786,0.03569835424423218,0.0024987636,354,9.863913,0.017578125,-0.002278872,21760,1000.0,11970.229409299998
171,567.4756033420563,153216,0.01774052,-0.007450222969055176,0.003573215,321,9.862135,0.034598216,-0.0033951355,21888,1000.0,11970.229409299998
172,570.2638537883759,154112,0.40849003,-0.0364304780960083,0.0041339807,114,9.860362,0.036551338,-0.0018109527,22016,1000.0,13229.13454469
173,578.1228404045105,155008,0.019335652,0.03305941820144653,0.0040506916,320,9.861054,0.03766741,-0.0034463743,22144,1000.0,13229.13454469
174,580.9233405590057,155904,0.016045708,0.043528854846954346,0.0036133556,329,9.859346,0.03822545,-0.0029086717,22272,1000.0,13229.13454469
175,583.6474566459656,156800,0.0134314,0.04164820909500122,0.0037043463,342,9.854586,0.041015625,-0.0021234232,22400,1000.0,13229.13454469
176,586.2649204730988,157696,0.016205931,0.06595271825790405,0.0046455,307,9.85076,0.04408482,-0.004327357,22528,1000.0,13229.13454469
177,589.1755242347717,158592,0.019221615,0.027497708797454834,0.0052432525,327,9.853412,0.06863839,-0.0067000403,22656,1000.0,13229.13454469
178,591.9085690975189,159488,0.012624329,0.05637723207473755,0.004975191,330,9.853008,0.05608259,-0.005745182,22784,1000.0,13229.13454469
179,594.6179020404816,160384,0.013788524,-0.04639613628387451,0.0025130669,333,9.848418,0.017857142,-0.0028512536,22912,1000.0,13229.13454469
180,597.3037545681,161280,0.32812724,-0.03285050392150879,0.0014259099,111,9.8456,0.0039062505,-0.0016925287,23040,1000.0,14470.213408059997
181,605.3370859622955,162176,0.016351296,0.08200949430465698,0.0041131405,353,9.846132,0.041852675,-0.0061454717,23168,1000.0,14470.213408059997
182,607.8752872943878,163072,0.01808286,0.07533210515975952,0.005235902,341,9.845729,0.06975447,-0.005281345,23296,1000.0,14470.213408059997
183,610.4970297813416,163968,0.021057812,0.03568851947784424,0.0024721746,344,9.843853,0.011439732,-0.0020337359,23424,1000.0,14470.213408059997
184,613.0993485450745,164864,0.014376571,0.1081763505935669,0.0037674815,350,9.8395,0.042131692,-0.0030629188,23552,1000.0,14470.213408059997
185,615.6557366847992,165760,0.016106926,0.06936711072921753,0.0065521896,345,9.833434,0.08928572,-0.009892771,23680,1000.0,14470.213408059997
186,618.2492923736572,166656,0.012615044,0.023256540298461914,0.0034399782,337,9.831279,0.024274554,-0.001640053,23808,1000.0,14470.213408059997
187,620.9025130271912,167552,0.012584818,0.03586983680725098,0.003243455,336,9.82816,0.029575894,-0.002806779,23936,1000.0,14470.213408059997
188,623.5666162967682,168448,0.31289482,-0.03746640682220459,0.00711942,110,9.82209,0.1032366,-0.00582583,24064,1000.0,15707.227738100002
189,631.664053440094,169344,0.013609111,0.00929337739944458,0.0045250426,335,9.817968,0.049944192,-0.005707326,24192,1000.0,15707.227738100002
190,634.3351299762726,170240,0.015982328,0.027930796146392822,0.0028710803,316,9.815293,0.027622769,-0.005543628,24320,1000.0,15707.227738100002
191,637.1659781932831,171136,0.012171366,0.039926350116729736,0.004089738,315,9.808476,0.0390625,-0.001892244,24448,1000.0,15707.227738100002
192,640.0080978870392,172032,0.018223802,-0.0007960796356201172,0.003787216,305,9.800924,0.038225446,-0.004174736,24576,1000.0,15707.227738100002
193,642.9413659572601,172928,0.011681629,-0.028539061546325684,0.0037963183,284,9.795129,0.036830362,-0.0038686427,24704,1000.0,15707.227738100002
194,646.091867685318,173824,0.014779082,0.006064474582672119,0.0044925595,286,9.791633,0.051060267,-0.0037247757,24832,1000.0,15707.227738100002
