explained_variance,policy_entropy,nupdates,fps,policy_loss,value_loss,total_timesteps,ep_reward_mean,ep_len_mean
-0.08749663829803467,9.932570457458496,1,74,-0.11479577422142029,2.5095603466033936,0,,
-0.5087299346923828,9.901877403259277,100,224,-0.31750988960266113,1.8409626483917236,8019,366.757116375,1000.0
-0.3697042465209961,9.912331581115723,200,228,-0.4264804720878601,2.615556001663208,16119,412.21688725,1000.0
-0.006274580955505371,9.935690879821777,300,230,-0.005385436117649078,2.688142776489258,24219,435.95326500000004,1000.0
-0.5664365291595459,9.907853126525879,400,233,-0.4760896563529968,8.024540901184082,32319,772.7999149375,1000.0
-0.25455641746520996,9.872580528259277,500,237,-0.37127792835235596,8.527114868164062,40419,1289.1532755,1000.0
-0.6558136940002441,9.88687801361084,600,241,-0.3820950984954834,8.165742874145508,48519,1736.6830218124999,1000.0
-0.1925365924835205,9.877211570739746,700,243,0.21969184279441833,7.292414665222168,56619,2111.5594460357142,1000.0
0.06119877099990845,9.894213676452637,800,245,-0.17878076434135437,6.58878231048584,64719,2528.7687244999997,1000.0
0.055029988288879395,9.856756210327148,900,246,-0.27307766675949097,6.727426052093506,72819,3046.219337972222,1000.0
-0.0058661699295043945,9.77268123626709,1000,248,-0.20596301555633545,8.454595565795898,80919,3784.6423931750005,1000.0
-0.008329629898071289,9.659552574157715,1100,249,-0.18156859278678894,9.0175199508667,89019,4571.083353477272,1000.0
-0.01925492286682129,9.512344360351562,1200,250,-0.010138802230358124,8.966400146484375,97119,5312.54899709375,1000.0
-0.01603102684020996,9.414087295532227,1300,251,0.1462293565273285,8.1294527053833,105219,6165.058127309999,1000.0
-2.0265579223632812e-05,9.388382911682129,1400,252,-0.28054893016815186,7.266919136047363,113319,7246.091117669998,1000.0
-0.011179804801940918,9.339378356933594,1500,252,0.10634901374578476,6.5022454261779785,121419,8316.51476144,1000.0
0.008752703666687012,9.302741050720215,1600,253,-0.2054651975631714,6.0605692863464355,129519,9389.310334899998,1000.0
-0.02119314670562744,9.205595970153809,1700,253,-0.49353232979774475,5.669035911560059,137619,10302.83316784,1000.0
0.002263486385345459,9.145646095275879,1800,254,0.05626869201660156,5.442179203033447,145719,11147.768002139997,1000.0
-0.0004489421844482422,9.040810585021973,1900,255,0.12953346967697144,5.406210899353027,153819,11982.175785410001,1000.0
-0.01009368896484375,8.95095157623291,2000,255,-0.04331269860267639,5.319972991943359,161919,12780.104870279996,1000.0
-0.0016019344329833984,8.843703269958496,2100,256,0.009452179074287415,5.325824737548828,170019,13462.432378399999,1000.0
0.00046515464782714844,8.718984603881836,2200,256,0.00045067816972732544,5.261019706726074,178119,13948.4447575,1000.0
-0.03426337242126465,8.624661445617676,2300,257,-0.28733789920806885,5.415114879608154,186219,14212.453382169995,1000.0
-0.01159679889678955,8.566571235656738,2400,257,0.05598392337560654,5.415639877319336,194319,14369.436153900002,1000.0
-0.02209758758544922,8.469443321228027,2500,258,0.0321069061756134,5.356053829193115,202419,14475.073014800002,1000.0
0.0007562041282653809,8.428372383117676,2600,258,-0.08505965769290924,5.408193111419678,210519,14602.655084100003,1000.0
-0.003033757209777832,8.352927207946777,2700,259,-0.06672972440719604,5.452190399169922,218619,14724.61391715,1000.0
-0.002853989601135254,8.29177188873291,2800,260,0.1116197258234024,5.421680450439453,226719,14840.872637519999,1000.0
0.0011783242225646973,8.244514465332031,2900,261,-0.21252641081809998,5.534745216369629,234819,14948.49599306,1000.0
-0.00439608097076416,8.226419448852539,3000,262,-0.032526738941669464,5.504153251647949,242919,15031.108911610001,1000.0
-0.009439826011657715,8.201995849609375,3100,262,-0.016639001667499542,5.495658874511719,251019,15124.453694549999,1000.0
0.0017300248146057129,8.234036445617676,3200,263,0.2629905939102173,5.560093402862549,259119,15191.582486959996,1000.0
0.005993545055389404,8.187493324279785,3300,263,-0.24553361535072327,5.621883392333984,267219,15238.43824206,1000.0
0.0010737776756286621,8.15925407409668,3400,263,-0.36830493807792664,5.530882835388184,275319,15276.915072469998,1000.0
0.0013183355331420898,8.139117240905762,3500,264,-0.07649075984954834,5.569220542907715,283419,15338.511612960003,1000.0
0.05504250526428223,8.146796226501465,3600,264,-0.07848978042602539,5.7786993980407715,291519,15381.65005511,1000.0
0.002475142478942871,8.102544784545898,3700,265,-0.11860014498233795,5.840188503265381,299619,15435.99025878,1000.0
-0.0642017126083374,8.120896339416504,3800,266,0.30651432275772095,5.878085136413574,307719,15468.60475999,1000.0
-0.0017216205596923828,8.106437683105469,3900,267,0.11849825084209442,5.9240288734436035,315819,15491.03931038,1000.0
-0.08541548252105713,8.117236137390137,4000,267,-0.20660072565078735,5.985914707183838,323919,15505.0889615,1000.0
0.0006431937217712402,8.14846134185791,4100,268,-0.13085758686065674,6.1288957595825195,332019,15509.134009239999,1000.0
0.002194523811340332,8.100118637084961,4200,269,-0.35784903168678284,6.085426330566406,340119,15521.70550887,1000.0
-0.023074030876159668,8.036978721618652,4300,269,0.1395798623561859,6.089127540588379,348219,15545.626933479998,1000.0
0.1431572437286377,8.033561706542969,4400,270,-0.1119653731584549,6.236877918243408,356319,15537.983653089997,1000.0
0.0014431476593017578,7.923703193664551,4500,270,-0.2065480500459671,6.17575216293335,364419,15550.206147259998,1000.0
-0.0013839006423950195,7.934290885925293,4600,271,-0.24757277965545654,6.167854309082031,372519,15574.91693186,1000.0
-0.0030989646911621094,7.848958492279053,4700,271,0.027312614023685455,6.280230522155762,380619,15600.17367336,1000.0
-0.0007642507553100586,7.828261375427246,4800,272,-0.22461901605129242,6.280667304992676,388719,15609.22194969,1000.0
0.0009479522705078125,7.778059959411621,4900,272,-0.058301180601119995,6.371827125549316,396819,15613.054589409998,1000.0
-0.0018666982650756836,7.770831108093262,5000,273,-0.48108336329460144,6.366069793701172,404919,15621.239750239998,1000.0
0.003468751907348633,7.725779056549072,5100,273,-0.24256080389022827,6.5056471824646,413019,15635.354122799998,1000.0
0.009869992733001709,7.6543707847595215,5200,273,-0.26281723380088806,6.578758239746094,421119,15649.049848499997,1000.0
0.0006706118583679199,7.678065299987793,5300,274,-0.19151049852371216,6.631319999694824,429219,15656.88792319,1000.0
-0.002225041389465332,7.698224067687988,5400,274,-0.08501122146844864,6.538171291351318,437319,15647.108935179998,1000.0
0.0003444552421569824,7.64721155166626,5500,274,0.3481208086013794,6.528635501861572,445419,15634.336668270002,1000.0
0.0033270716667175293,7.601229190826416,5600,275,-0.17311418056488037,6.494730472564697,453519,15627.171724509999,1000.0
-0.0037195682525634766,7.649779319763184,5700,275,0.1226634681224823,6.548696041107178,461619,15635.19347993,1000.0
0.002108275890350342,7.697090148925781,5800,275,-0.10227502882480621,6.721867561340332,469719,15640.860436330002,1000.0
0.0006518363952636719,7.83487606048584,5900,276,-0.18968072533607483,6.825051784515381,477819,15653.116178880002,1000.0
0.0019364356994628906,7.900900840759277,6000,276,-0.05453743413090706,6.858074188232422,485919,15660.61250485,1000.0
-0.0030956268310546875,7.853644371032715,6100,276,-0.1387363076210022,6.880845546722412,494019,15666.85783556,1000.0
0.06684911251068115,7.936203956604004,6200,277,-0.26285892724990845,6.831355094909668,502119,15666.343760409996,1000.0
