explained_variance,nupdates,value_loss,policy_entropy,policy_loss,fps,total_timesteps,ep_reward_mean,ep_len_mean
-0.03291201591491699,1,32.15102005004883,9.932570457458496,-0.1485590934753418,66,0,,
-3.841993808746338,100,0.7459243535995483,9.932600975036621,-0.36487868428230286,224,8019,389.852952625,1000.0
-0.8785438537597656,200,1.2822105884552002,9.932646751403809,0.09929662197828293,225,16119,398.774923125,1000.0
-14.907941818237305,300,0.4909934103488922,9.932694435119629,-0.10972633212804794,225,24219,405.89428208333334,1000.0
-1.5100023746490479,400,0.7819858193397522,9.932744979858398,-0.12550660967826843,225,32319,400.71182890625005,1000.0
-2.5801172256469727,500,0.681528627872467,9.932831764221191,0.10717836767435074,225,40419,406.480165575,1000.0
-14.229426383972168,600,0.5161002278327942,9.932883262634277,-0.05489495024085045,226,48519,403.4422565,1000.0
-22.19788360595703,700,0.4552627205848694,9.932908058166504,-0.13289083540439606,226,56619,400.0675979464286,1000.0
-119.11054229736328,800,0.5658740997314453,9.9329252243042,0.14861682057380676,227,64719,400.189752875,1000.0
-19.774824142456055,900,0.39523011445999146,9.932971000671387,0.040749505162239075,226,72819,400.0261731111111,1000.0
-4.600002765655518,1000,0.5806764364242554,9.933019638061523,-0.11861634999513626,226,80919,403.4894813625,1000.0
-5.299352169036865,1100,0.4760246276855469,9.9330415725708,-0.12257698178291321,226,89019,405.75203956818183,1000.0
-15.185880661010742,1200,0.5556554794311523,9.933053016662598,-0.11685343831777573,226,97119,405.1269137291667,1000.0
-3.184025287628174,1300,0.6084588766098022,9.933095932006836,0.11650016158819199,227,105219,403.23246141,1000.0
-8.285663604736328,1400,0.5663846731185913,9.933145523071289,0.000837177038192749,227,113319,402.11885035000006,1000.0
-35.62356185913086,1500,0.524319052696228,9.933220863342285,-0.08728477358818054,227,121419,398.21977682000005,1000.0
-4.495484352111816,1600,0.8769825100898743,9.933272361755371,0.018174856901168823,227,129519,399.85118821999987,1000.0
-239.8123779296875,1700,0.43553417921066284,9.93331241607666,-0.038424376398324966,227,137619,406.22180408,1000.0
-5.087673664093018,1800,0.42712345719337463,9.933370590209961,0.21106353402137756,227,145719,407.05718407,1000.0
-15.432607650756836,1900,0.5007562637329102,9.933419227600098,-0.2989608645439148,227,153819,405.39014774,1000.0
-288.8385314941406,2000,0.5268533825874329,9.93345832824707,0.08392740786075592,227,161919,401.90356012000007,1000.0
-4.209000110626221,2100,0.6938896179199219,9.93347454071045,-0.22047746181488037,227,170019,403.57494282999994,1000.0
-3.400360584259033,2200,0.5464518666267395,9.933516502380371,-0.17826372385025024,227,178119,406.29726106999993,1000.0
-62.94777297973633,2300,0.5249845385551453,9.933568954467773,-0.06177746504545212,227,186219,407.89055805000004,1000.0
-4.926857948303223,2400,0.7660002708435059,9.933592796325684,-0.08201862871646881,227,194319,402.29769068999997,1000.0
-11.510985374450684,2500,0.5241899490356445,9.93365478515625,-0.43352994322776794,227,202419,401.4951223,1000.0
-4.724938869476318,2600,0.5763559341430664,9.933723449707031,-0.24536912143230438,227,210519,407.60662683999993,1000.0
-79.62162780761719,2700,0.36720767617225647,9.933733940124512,-0.0144195556640625,227,218619,412.80821658,1000.0
-81.05952453613281,2800,0.4340483546257019,9.933764457702637,-0.3134042024612427,227,226719,414.84753620000004,1000.0
-18.74486541748047,2900,0.6101296544075012,9.933810234069824,-0.02125370502471924,227,234819,413.2813173999999,1000.0
-103.88875579833984,3000,0.3885839283466339,9.933825492858887,0.20759615302085876,227,242919,408.2776573499999,1000.0
-2.8588876724243164,3100,0.650963306427002,9.933867454528809,0.3048728406429291,227,251019,410.57685874999993,1000.0
-16.854564666748047,3200,0.4416993260383606,9.933941841125488,-0.08114474266767502,227,259119,409.44944689999994,1000.0
-34.86930465698242,3300,0.4118805527687073,9.933959007263184,0.056226104497909546,227,267219,412.91090481,1000.0
-11.084437370300293,3400,0.5206515192985535,9.93398380279541,-0.0128994882106781,228,275319,416.48158706999993,1000.0
-2.499493360519409,3500,0.8469383120536804,9.934028625488281,-0.17623817920684814,228,283419,410.61690663999997,1000.0
-1.2370362281799316,3600,0.8168527483940125,9.934061050415039,-0.11661772429943085,228,291519,413.88104706999997,1000.0
-2.5814733505249023,3700,0.5136643648147583,9.934134483337402,-0.30849212408065796,228,299619,414.63591533999994,1000.0
-2.783801794052124,3800,1.0060021877288818,9.934130668640137,0.10987068712711334,228,307719,416.0419506400001,1000.0
-66.53914642333984,3900,0.5254375338554382,9.934173583984375,-0.0994228720664978,228,315819,412.64286079000004,1000.0
-1.1197946071624756,4000,1.6164356470108032,9.934210777282715,0.0032297149300575256,228,323919,407.12716320999994,1000.0
-0.07320940494537354,4100,12.0563325881958,9.934248924255371,-0.2729823589324951,228,332019,405.75940132999995,1000.0
-9.426953315734863,4200,0.5625168085098267,9.934271812438965,-0.2741287052631378,228,340119,409.50019116,1000.0
-12.282855987548828,4300,0.6202928423881531,9.934298515319824,-0.09024044126272202,228,348219,412.18952513,1000.0
-11.339237213134766,4400,0.3532238006591797,9.93431282043457,-0.27510491013526917,228,356319,421.6799038,1000.0
-3.7447094917297363,4500,0.7041206359863281,9.93435001373291,-0.17008349299430847,228,364419,416.5547390499999,1000.0
-1.8966724872589111,4600,0.7633535265922546,9.934395790100098,0.16944393515586853,228,372519,418.24753754000005,1000.0
-4.019129753112793,4700,0.49616003036499023,9.934439659118652,-0.16137981414794922,228,380619,414.50242981,1000.0
-4.978574752807617,4800,0.646090030670166,9.934475898742676,0.038006603717803955,228,388719,414.82067708999995,1000.0
-3.796204090118408,4900,0.6178346872329712,9.934525489807129,-0.2443012148141861,228,396819,411.9662977999999,1000.0
-54.97187805175781,5000,0.47333651781082153,9.934561729431152,0.13547122478485107,228,404919,412.59550293000007,1000.0
-13.45299243927002,5100,0.4971349835395813,9.934599876403809,-0.4586292505264282,228,413019,411.8766551499999,1000.0
-205.0726776123047,5200,0.3135400414466858,9.934639930725098,0.2681272625923157,228,421119,405.98352158,1000.0
-16.11426544189453,5300,0.42266178131103516,9.934713363647461,-0.020277440547943115,228,429219,405.69645945999997,1000.0
-14.420422554016113,5400,0.5381373167037964,9.934745788574219,-0.08393512666225433,228,437319,401.87681763999996,1000.0
-5.179980278015137,5500,0.48974180221557617,9.934776306152344,-0.3282451033592224,228,445419,400.64823908000005,1000.0
-90.47777557373047,5600,0.4219304919242859,9.934820175170898,0.048005640506744385,228,453519,399.81307367,1000.0
-10.845946311950684,5700,0.47118616104125977,9.934883117675781,-0.09076981246471405,228,461619,394.94573977,1000.0
-18.18755531311035,5800,0.3560967743396759,9.934889793395996,-0.09817149490118027,228,469719,403.64612577,1000.0
-5.8316330909729,5900,0.31086838245391846,9.934891700744629,-0.20642198622226715,228,477819,400.7674180900001,1000.0
-7.110716819763184,6000,0.4860709309577942,9.934893608093262,-0.10079873353242874,228,485919,406.22317404000006,1000.0
-10.329465866088867,6100,0.4582436978816986,9.934896469116211,-0.4356783926486969,228,494019,408.88058356999994,1000.0
