policy_loss,fps,policy_entropy,n_updates,time_elapsed,clipfrac,total_timesteps,serial_timesteps,approxkl,explained_variance,value_loss,ep_reward_mean,ep_len_mean
-0.002268305,148,4.2391148,21,141.60603833198547,0.04017857,18816,2688,0.0037152048,-0.2068394422531128,0.0069628586,4391.441620714285,1001.0
-0.0041433815,129,4.235525,22,147.65506768226624,0.03487723,19712,2816,0.0034944809,-0.08390235900878906,0.007378389,4391.441620714285,1001.0
-0.0030353423,131,4.2298455,23,154.56759762763977,0.01032366,20608,2944,0.0017282933,-0.06289792060852051,0.0059306696,4391.441620714285,1001.0
-0.00014517759,73,4.2219377,24,161.37457299232483,0.006417411,21504,3072,0.0016687198,0.18828308582305908,0.24205275,5258.866644238095,1001.0
-0.0051845713,132,4.2182403,25,173.50064063072205,0.05078125,22400,3200,0.0042828596,0.8161969184875488,0.0064349985,5258.866644238095,1001.0
-0.003141657,140,4.212293,26,180.2647590637207,0.030691965,23296,3328,0.0031083133,0.8176358342170715,0.0054646404,5258.866644238095,1001.0
-0.0036240502,135,4.2056494,27,186.66453552246094,0.03264509,24192,3456,0.0032816532,0.8132227212190628,0.0050639394,5258.866644238095,1001.0
-0.006899357,135,4.199009,28,193.28819251060486,0.06361607,25088,3584,0.004839331,0.8174260258674622,0.0044907704,5258.866644238095,1001.0
-0.0070138066,125,4.1922617,29,199.88595747947693,0.052176338,25984,3712,0.0041381433,0.8100040107965469,0.0040954715,5258.866644238095,1001.0
-0.001704585,131,4.188931,30,207.00507235527039,0.008091518,26880,3840,0.0014127651,0.7706097662448883,0.0041457666,5258.866644238095,1001.0
-0.0016906409,143,4.1846437,31,213.82284712791443,0.012834822,27776,3968,0.002114338,0.7500706315040588,0.0038754428,5258.866644238095,1001.0
-0.0052864538,77,4.1813188,32,220.0645923614502,0.051060267,28672,4096,0.0040274644,0.030878126621246338,0.32032984,6012.826904892857,1001.0
-0.0010977696,138,4.179137,33,231.6407265663147,0.001953125,29568,4224,0.0011094313,0.8264762759208679,0.004649991,6012.826904892857,1001.0
-0.0046971333,145,4.1742377,34,238.10771560668945,0.04157366,30464,4352,0.003860758,0.7195393443107605,0.005124648,6012.826904892857,1001.0
-0.0009858577,127,4.1707664,35,244.25661253929138,0.0047433036,31360,4480,0.0011064792,0.7825831770896912,0.0033744753,6012.826904892857,1001.0
-0.0021509551,142,4.1678586,36,251.270569562912,0.015066965,32256,4608,0.0021617617,0.7823633253574371,0.002718229,6012.826904892857,1001.0
-0.0034006746,139,4.1654572,37,257.5396056175232,0.046316963,33152,4736,0.0040990785,0.7981493175029755,0.0029346172,6012.826904892857,1001.0
-0.0012846065,123,4.1637554,38,263.9832000732422,0.015624999,34048,4864,0.002401521,0.7391873002052307,0.0028158429,6012.826904892857,1001.0
-0.0030023162,129,4.1582294,39,271.2542588710785,0.038504463,34944,4992,0.003535374,0.6875993013381958,0.0035742985,6012.826904892857,1001.0
-0.00076388684,77,4.152122,40,278.151789188385,0.0008370536,35840,5120,0.0005319026,0.03863954544067383,0.27708834,6573.967941942857,1001.0
-0.0031329324,135,4.148663,41,289.78106331825256,0.034319196,36736,5248,0.0035395378,0.746850460767746,0.0032873743,6573.967941942857,1001.0
-0.0016291597,128,4.1433406,42,296.3793773651123,0.008370535,37632,5376,0.001444728,0.7345351874828339,0.0029645667,6573.967941942857,1001.0
-0.0025231538,140,4.1372805,43,303.34597420692444,0.023158483,38528,5504,0.0026856684,0.6765062510967255,0.0026710408,6573.967941942857,1001.0
-0.0049711885,128,4.1344194,44,309.7165606021881,0.049386162,39424,5632,0.0038831187,0.669197142124176,0.0027916238,6573.967941942857,1001.0
-0.00092372554,134,4.133572,45,316.708890914917,0.00027901787,40320,5760,0.0005194608,0.6585743129253387,0.0025224697,6573.967941942857,1001.0
-0.0065885475,146,4.130733,46,323.3933582305908,0.09040178,41216,5888,0.0063600065,0.5663603842258453,0.002572186,6573.967941942857,1001.0
0.00014613237,73,4.1294904,47,329.5214169025421,0.0,42112,6016,0.00016538317,0.010099530220031738,0.32763654,6989.646497547618,1001.0
-0.0019820866,128,4.130673,48,341.69799280166626,0.012834821,43008,6144,0.0018571345,0.6946406066417694,0.0063412907,6989.646497547618,1001.0
-0.0034000133,134,4.128956,49,348.69370222091675,0.03683036,43904,6272,0.0033953427,0.7306917011737823,0.003426034,6989.646497547618,1001.0
-0.002528553,131,4.1253943,50,355.363356590271,0.023995535,44800,6400,0.0026323667,0.40848761796951294,0.0035581833,6989.646497547618,1001.0
-0.0033272824,121,4.123174,51,362.1701936721802,0.010602678,45696,6528,0.0017056919,0.37019550800323486,0.0040125693,6989.646497547618,1001.0
-0.0010382875,122,4.1225085,52,369.5192127227783,0.016183035,46592,6656,0.0025304926,0.47261112928390503,0.0026665162,6989.646497547618,1001.0
-0.0014513875,117,4.121716,53,376.8315668106079,0.006417411,47488,6784,0.0012222094,0.37320154905319214,0.00240192,6989.646497547618,1001.0
-0.0008539823,118,4.120394,54,384.4344298839569,0.0,48384,6912,0.0005739775,0.33855104446411133,0.0030864659,6989.646497547618,1001.0
-0.0006856072,70,4.119973,55,391.9936480522156,0.01422991,49280,7040,0.002155083,-0.013381600379943848,0.3212263,7281.670068571429,1001.0
-0.0028157851,133,4.1189184,56,404.7623314857483,0.015625,50176,7168,0.0022489068,0.03299766778945923,0.0037163252,7281.670068571429,1001.0
-0.0009998707,130,4.1168694,57,411.4816737174988,0.006138393,51072,7296,0.0013636677,0.25634765625,0.0031487804,7281.670068571429,1001.0
-0.0051820157,135,4.113171,58,418.3648886680603,0.06110491,51968,7424,0.004839128,0.1514301300048828,0.002121908,7281.670068571429,1001.0
-0.004826693,134,4.1089854,59,424.9820454120636,0.0546875,52864,7552,0.004471,0.20775294303894043,0.0030618233,7281.670068571429,1001.0
-0.0060425713,135,4.1057525,60,431.6512961387634,0.113560274,53760,7680,0.0078530805,-0.11746454238891602,0.0033013395,7281.670068571429,1001.0
-0.0070573613,136,4.102786,61,438.28579545021057,0.07254464,54656,7808,0.00559222,0.12925541400909424,0.0021629182,7281.670068571429,1001.0
-0.0074098567,136,4.0983424,62,444.86009335517883,0.09347098,55552,7936,0.0067932066,-0.0576786994934082,0.0032034263,7281.670068571429,1001.0
-0.007215169,75,4.0967484,63,451.4127185344696,0.090122774,56448,8064,0.006424704,0.055135130882263184,0.3348858,7507.491993857143,1001.0
-0.0042714137,134,4.0982676,64,463.3426389694214,0.061662946,57344,8192,0.0045846878,0.5028345584869385,0.00324819,7507.491993857143,1001.0
-0.0063505936,140,4.0957475,65,470.02804946899414,0.063616075,58240,8320,0.0049977493,0.3101305365562439,0.003949652,7507.491993857143,1001.0
-0.0018927259,135,4.091323,66,476.42294359207153,0.0013950893,59136,8448,0.0008851815,0.42395997047424316,0.0033655218,7507.491993857143,1001.0
-0.0052921334,138,4.0879574,67,483.0256202220917,0.02845982,60032,8576,0.0026353607,0.27025043964385986,0.0031656055,7507.491993857143,1001.0
-0.00055844616,138,4.0849366,68,489.5198976993561,0.0055803573,60928,8704,0.0017962548,-0.00029861927032470703,0.0028144354,7507.491993857143,1001.0
-0.00014313706,135,4.0812087,69,496.0104432106018,0.0069754464,61824,8832,0.0016102672,0.48158740997314453,0.0025691064,7507.491993857143,1001.0
-0.0039664614,137,4.0770063,70,502.63512539863586,0.03655134,62720,8960,0.0035745224,0.154882550239563,0.0033773475,7507.491993857143,1001.0
-0.0015517005,75,4.0720105,71,509.1750955581665,0.008928572,63616,9088,0.001835607,0.07127988338470459,0.33712786,7714.177137333333,1001.0
-0.0007369823,132,4.071733,72,521.1072998046875,0.0033482143,64512,9216,0.0014983147,0.32236820459365845,0.0045469594,7714.177137333333,1001.0
-0.0029566607,136,4.0716996,73,527.8595612049103,0.09681919,65408,9344,0.0069656745,0.16405749320983887,0.0035447902,7714.177137333333,1001.0
-0.0037239608,140,4.068427,74,534.4032981395721,0.052455354,66304,9472,0.0044429447,-0.09899640083312988,0.0028606155,7714.177137333333,1001.0
-0.0006226391,136,4.0627346,75,540.7599635124207,0.00027901787,67200,9600,0.00047793088,0.02834111452102661,0.0028541125,7714.177137333333,1001.0
-0.0006181062,131,4.0585356,76,547.3158416748047,0.0072544646,68096,9728,0.0017777518,0.09216231107711792,0.0024796803,7714.177137333333,1001.0
-0.0055771424,133,4.0547004,77,554.1296486854553,0.08175223,68992,9856,0.0057933233,-0.019007563591003418,0.0032741134,7714.177137333333,1001.0
-0.00976572,136,4.050249,78,560.8392429351807,0.14899553,69888,9984,0.010086955,0.2359386682510376,0.0035350889,7714.177137333333,1001.0
-0.0021582183,75,4.0472984,79,567.3902184963226,0.03627232,70784,10112,0.0037146932,-0.04881489276885986,0.36135587,7879.269846557144,1001.0
-0.013859916,138,4.0450244,80,579.2942612171173,0.16155134,71680,10240,0.011710451,-0.03115081787109375,0.0075987414,7879.269846557144,1001.0
-0.0040427675,139,4.0442123,81,585.7652494907379,0.073102675,72576,10368,0.0055200644,-0.09602570533752441,0.0039538187,7879.269846557144,1001.0
-0.00507997,129,4.044127,82,592.185783624649,0.11802456,73472,10496,0.008223208,-0.08553290367126465,0.0032955396,7879.269846557144,1001.0
-0.004885823,137,4.042688,83,599.0948057174683,0.088448666,74368,10624,0.006236123,-0.16244041919708252,0.0041150684,7879.269846557144,1001.0
-0.004218517,138,4.036855,84,605.6351909637451,0.060546875,75264,10752,0.005105838,-0.2715568542480469,0.003362569,7879.269846557144,1001.0
-0.004155557,133,4.0350966,85,612.1069207191467,0.1171875,76160,10880,0.00808192,-0.2830383777618408,0.0023247912,7879.269846557144,1001.0
-0.001959966,137,4.0333867,86,618.797435760498,0.001953125,77056,11008,0.001074792,-0.24371469020843506,0.002755069,7879.269846557144,1001.0
-0.00096936297,75,4.029259,87,625.3004739284515,0.0027901786,77952,11136,0.0014700147,0.03325682878494263,0.12997724,8020.1957911688305,1001.0
-0.009031005,138,4.026235,88,637.2078454494476,0.11356027,78848,11264,0.007727436,-0.43418729305267334,0.00389497,8020.1957911688305,1001.0
-0.0038979186,136,4.0236616,89,643.6981725692749,0.06110491,79744,11392,0.0046161045,-0.12252688407897949,0.0023272664,8020.1957911688305,1001.0
-0.012298648,139,4.022561,90,650.2849690914154,0.16462053,80640,11520,0.01196819,-0.35964393615722656,0.0038592387,8020.1957911688305,1001.0
-0.0052863574,131,4.022295,91,656.6890003681183,0.11021206,81536,11648,0.0077668396,0.04131317138671875,0.0028400305,8020.1957911688305,1001.0
-0.0048018135,133,4.0201254,92,663.4823658466339,0.15708707,82432,11776,0.0105131725,-0.032352447509765625,0.0020994358,8020.1957911688305,1001.0
-0.0015218237,132,4.017453,93,670.1786415576935,0.03627232,83328,11904,0.0037397917,-0.12888550758361816,0.0023169983,8020.1957911688305,1001.0
-0.0008458666,71,4.0160465,94,676.9228653907776,0.015345983,84224,12032,0.002290276,-0.0003523826599121094,0.38692346,8147.8396330357145,1001.0
-0.008798131,137,4.0179496,95,689.3988983631134,0.088727675,85120,12160,0.006036871,0.25932854413986206,0.0068588196,8147.8396330357145,1001.0
-0.004291461,140,4.0170107,96,695.9015974998474,0.05831473,86016,12288,0.004967093,0.3286048173904419,0.0033549382,8147.8396330357145,1001.0
-0.007813103,134,4.0161724,97,702.3007516860962,0.10574778,86912,12416,0.007314726,0.19495099782943726,0.002733629,8147.8396330357145,1001.0
-0.00013554952,135,4.0142565,98,708.9710433483124,0.0092075905,87808,12544,0.0020293214,0.1977939009666443,0.0022236886,8147.8396330357145,1001.0
-0.004540421,141,4.0131507,99,715.6035242080688,0.06222098,88704,12672,0.0045607053,0.14706385135650635,0.0026256745,8147.8396330357145,1001.0
-0.010436106,140,4.0104547,100,721.9449996948242,0.14620537,89600,12800,0.010084464,0.2656060457229614,0.0022018696,8147.8396330357145,1001.0
-0.005592669,135,4.0077376,101,728.3446283340454,0.0703125,90496,12928,0.005510904,0.18850219249725342,0.0031684022,8147.8396330357145,1001.0
-0.0041027116,73,4.006027,102,734.9722890853882,0.05301339,91392,13056,0.0043564676,0.05783092975616455,0.3859749,8262.61112043956,1001.0
-0.0028530066,133,4.0063863,103,747.1353738307953,0.043247767,92288,13184,0.0036080657,0.3523792028427124,0.0041433508,8262.61112043956,1001.0
-0.0010895089,128,4.003369,104,753.8489005565643,0.0,93184,13312,0.0006229853,0.10529708862304688,0.003072401,8262.61112043956,1001.0
-0.0036639704,138,3.9954712,105,760.8491306304932,0.06166295,94080,13440,0.0046428056,0.13978058099746704,0.002049149,8262.61112043956,1001.0
-0.0026084895,135,3.989362,106,767.3007924556732,0.03738839,94976,13568,0.003861851,0.19623762369155884,0.0028740086,8262.61112043956,1001.0
-0.00024274908,139,3.983222,107,773.9113881587982,0.0,95872,13696,0.0005960836,-0.22927236557006836,0.0022651155,8262.61112043956,1001.0
-0.004412644,129,3.9792085,108,780.3432168960571,0.051897325,96768,13824,0.004120185,0.1535598635673523,0.0017512118,8262.61112043956,1001.0
-0.0012306467,116,3.9770405,109,787.2620897293091,0.026506696,97664,13952,0.0029689493,-0.21247434616088867,0.002391119,8262.61112043956,1001.0
-0.00063494785,73,3.9741683,110,794.9828841686249,0.0,98560,14080,0.00040118513,0.03706979751586914,0.41807923,8385.242778928572,1001.0
-0.008193998,130,3.9727368,111,807.1882619857788,0.10184151,99456,14208,0.007152954,-0.10098981857299805,0.004073499,8385.242778928572,1001.0
-0.005037448,133,3.969571,112,814.0396091938019,0.04799107,100352,14336,0.0039089727,-0.010841012001037598,0.0038035102,8385.242778928572,1001.0
-0.00033411113,135,3.9623256,113,820.7478766441345,0.00027901787,101248,14464,0.0013436681,-0.0545659065246582,0.0019930874,8385.242778928572,1001.0
-0.002117862,133,3.9567382,114,827.3564417362213,0.0047433036,102144,14592,0.0011596784,-0.2898365259170532,0.002624238,8385.242778928572,1001.0
-0.0022351772,130,3.9495945,115,834.0690538883209,0.02734375,103040,14720,0.0026769233,-0.12371695041656494,0.002637377,8385.242778928572,1001.0
-0.0027107268,135,3.941998,116,840.955356836319,0.02594866,103936,14848,0.0033983598,-0.10546433925628662,0.0024292155,8385.242778928572,1001.0
-0.0031969396,135,3.9371855,117,847.5530161857605,0.044084817,104832,14976,0.003948825,-0.18293964862823486,0.0025157037,8385.242778928572,1001.0
-0.00018575031,74,3.9339428,118,854.1810235977173,0.0,105728,15104,0.00026024514,0.0402105450630188,0.41358775,8752.02685312,1001.0
-0.0011573791,137,3.9312835,119,866.1472406387329,0.0011160715,106624,15232,0.00077882246,-0.2790745496749878,0.004920598,8752.02685312,1001.0
-0.0015788267,140,3.924622,120,872.6504724025726,0.0055803573,107520,15360,0.0017712447,-0.10244178771972656,0.0035885363,8752.02685312,1001.0
-0.0003752865,139,3.9199874,121,879.0089085102081,0.0033482146,108416,15488,0.0009777222,-0.0873878002166748,0.0023300482,8752.02685312,1001.0
-0.0109623615,132,3.9155319,122,885.4175932407379,0.16824776,109312,15616,0.012817757,0.0718197226524353,0.0021455379,8752.02685312,1001.0
-0.0042156577,133,3.913924,123,892.1694326400757,0.045479912,110208,15744,0.004349023,0.06138443946838379,0.0024723543,8752.02685312,1001.0
-0.003940651,135,3.9110508,124,898.8858852386475,0.062779024,111104,15872,0.0046948995,0.187946617603302,0.0023136071,8752.02685312,1001.0
-0.005554455,132,3.9072824,125,905.485050201416,0.05580357,112000,16000,0.0043198224,0.05115729570388794,0.0019796868,8752.02685312,1001.0
-0.00026485824,76,3.9026554,126,912.2296531200409,0.011160715,112896,16128,0.0019024535,0.034017205238342285,0.39849085,9115.19067572,1001.0
-0.0033464204,139,3.903263,127,924.0025577545166,0.049107138,113792,16256,0.004017301,0.06695556640625,0.004380655,9115.19067572,1001.0
-0.006285569,139,3.9033232,128,930.423591375351,0.07979911,114688,16384,0.005500288,0.20139282941818237,0.003351443,9115.19067572,1001.0
-0.013018704,135,3.900985,129,936.8336899280548,0.15234375,115584,16512,0.010579272,0.1281644105911255,0.003249136,9115.19067572,1001.0
-3.2666416e-05,139,3.8973532,130,943.4262363910675,0.0,116480,16640,0.00061042863,0.3717617988586426,0.002543538,9115.19067572,1001.0
-0.00010408236,138,3.8922184,131,949.8482437133789,0.008091518,117376,16768,0.001985008,0.5381247699260712,0.0012799276,9115.19067572,1001.0
-0.0044451673,136,3.8903046,132,956.313086271286,0.06138393,118272,16896,0.0046932464,0.49169981479644775,0.0019909863,9115.19067572,1001.0
-0.00097523193,75,3.889678,133,962.8636724948883,0.0011160715,119168,17024,0.0006531292,0.005567967891693115,0.44079852,9367.08655741,1001.0
-0.006205988,136,3.8863058,134,974.7278809547424,0.083705366,120064,17152,0.005845931,-0.13673412799835205,0.0038264089,9367.08655741,1001.0
-0.009888031,135,3.8827069,135,981.3122389316559,0.17187499,120960,17280,0.012246597,-0.038628578186035156,0.0038879416,9367.08655741,1001.0
-0.008590951,137,3.8793664,136,987.9364199638367,0.13727678,121856,17408,0.00989179,-0.09818196296691895,0.0025902907,9367.08655741,1001.0
-0.0012221638,140,3.877261,137,994.4462254047394,0.016741073,122752,17536,0.0023143054,0.16246020793914795,0.0025774385,9367.08655741,1001.0
-0.010635682,143,3.8756535,138,1000.8452105522156,0.16545759,123648,17664,0.011411123,0.3188942074775696,0.0023380215,9367.08655741,1001.0
-0.010129667,137,3.8750267,139,1007.0993888378143,0.13225448,124544,17792,0.009356704,0.22624987363815308,0.0020195646,9367.08655741,1001.0
-0.005161353,139,3.8740864,140,1013.6037611961365,0.08565848,125440,17920,0.0062133903,0.27862805128097534,0.002069675,9367.08655741,1001.0
-0.0014785392,74,3.8720858,141,1020.0229117870331,0.0281808,126336,18048,0.002905067,0.015558838844299316,0.44723183,9521.503166770002,1001.0
-0.010924041,137,3.8711123,142,1032.035362958908,0.15904018,127232,18176,0.010948465,-0.032201170921325684,0.0026503443,9521.503166770002,1001.0
-0.004677159,137,3.870045,143,1038.5657575130463,0.116629474,128128,18304,0.0083013745,-0.016999125480651855,0.002318416,9521.503166770002,1001.0
-0.00292568,135,3.8683383,144,1045.0685441493988,0.045479912,129024,18432,0.003905445,-0.40626096725463867,0.0026870708,9521.503166770002,1001.0
-0.003787955,134,3.8641999,145,1051.6778545379639,0.02092634,129920,18560,0.0029762369,0.07715922594070435,0.0024953026,9521.503166770002,1001.0
-0.0036675737,131,3.8605142,146,1058.3547151088715,0.026785715,130816,18688,0.0030529413,-0.034111857414245605,0.0021075234,9521.503166770002,1001.0
-0.000632862,129,3.8586576,147,1065.155891418457,0.009765625,131712,18816,0.0017853115,0.02046787738800049,0.0019908457,9521.503166770002,1001.0
-0.003519197,134,3.858558,148,1072.0629124641418,0.06556919,132608,18944,0.0055722324,0.11521559953689575,0.0025800148,9521.503166770002,1001.0
-0.0009359826,75,3.8569393,149,1078.7186131477356,0.027622767,133504,19072,0.0030093598,0.03913146257400513,0.4593722,9636.45891693,1001.0
-0.0053378306,141,3.8556776,150,1090.6561105251312,0.04938616,134400,19200,0.003919619,-0.04922771453857422,0.003557962,9636.45891693,1001.0
0.00013409098,131,3.85664,151,1096.9674422740936,0.010602679,135296,19328,0.0019264454,-0.05587470531463623,0.0023343079,9636.45891693,1001.0
-0.003634505,135,3.8592854,152,1103.800017118454,0.01953125,136192,19456,0.0027226456,-0.10000956058502197,0.0019388687,9636.45891693,1001.0
-0.0016894734,135,3.8579762,153,1110.4032802581787,0.01171875,137088,19584,0.0017450781,-0.019403815269470215,0.0024899885,9636.45891693,1001.0
-0.0059718546,135,3.854001,154,1117.0096950531006,0.09765626,137984,19712,0.007246809,-0.10705506801605225,0.002514694,9636.45891693,1001.0
-0.006541544,123,3.8510983,155,1123.6144778728485,0.13337053,138880,19840,0.009989169,0.010600447654724121,0.0024918097,9636.45891693,1001.0
-0.005798627,136,3.848819,156,1130.86244058609,0.095424116,139776,19968,0.0067050112,-0.09705448150634766,0.0019676476,9636.45891693,1001.0
1.9040453e-05,77,3.8466454,157,1137.4401969909668,0.022879465,140672,20096,0.0029924118,0.0324825644493103,0.46569967,9735.84378505,1001.0
-0.007246976,138,3.8446748,158,1149.0450761318207,0.12444197,141568,20224,0.008455003,0.012075245380401611,0.0048998,9735.84378505,1001.0
-0.0034766765,135,3.8418539,159,1155.5197718143463,0.049386162,142464,20352,0.004242731,-0.5434132814407349,0.0028906628,9735.84378505,1001.0
-0.0016939675,129,3.8405485,160,1162.1493782997131,0.026506698,143360,20480,0.0031354364,0.2643011808395386,0.001895843,9735.84378505,1001.0
-0.0007687949,137,3.838843,161,1169.0638020038605,0.002232143,144256,20608,0.0013090773,0.3551331162452698,0.0020259304,9735.84378505,1001.0
-0.004700524,137,3.8364851,162,1175.574628829956,0.068917416,145152,20736,0.005251227,0.29733574390411377,0.0020042888,9735.84378505,1001.0
-0.0030093433,133,3.8349192,163,1182.1122195720673,0.068917416,146048,20864,0.0055801473,0.34680402278900146,0.0016616152,9735.84378505,1001.0
-0.0035650642,131,3.832773,164,1188.8316855430603,0.055803567,146944,20992,0.004378339,0.3837100863456726,0.0015334431,9735.84378505,1001.0
-0.0011493623,74,3.8312135,165,1195.6303839683533,0.0061383927,147840,21120,0.0011938972,0.03251010179519653,0.473065,9843.3634868,1001.0
-0.004379725,136,3.8303053,166,1207.6021797657013,0.076729916,148736,21248,0.005194796,-0.0956411361694336,0.0041678017,9843.3634868,1001.0
-0.008895803,139,3.829218,167,1214.1573836803436,0.05552455,149632,21376,0.0043193456,0.0007752180099487305,0.0032404074,9843.3634868,1001.0
-0.0021025382,131,3.8279321,168,1220.5752363204956,0.06277902,150528,21504,0.0046948874,-0.23723065853118896,0.002021376,9843.3634868,1001.0
-0.006529715,135,3.8257477,169,1227.3907706737518,0.092354916,151424,21632,0.0069197332,-0.13644540309906006,0.0019319732,9843.3634868,1001.0
-0.004803509,140,3.824209,170,1234.0077066421509,0.087332584,152320,21760,0.00666566,-0.12904489040374756,0.002230296,9843.3634868,1001.0
-0.0039112084,139,3.8189118,171,1240.4033677577972,0.038225446,153216,21888,0.0038075766,-0.25376617908477783,0.0016162564,9843.3634868,1001.0
-0.00022332117,127,3.81417,172,1246.8120889663696,0.038783483,154112,22016,0.004119787,-0.10038793087005615,0.0019556896,9843.3634868,1001.0
-0.0018906425,77,3.8105946,173,1253.8355221748352,0.002511161,155008,22144,0.0006592638,0.04628407955169678,0.267568,9928.46990878,1001.0
-0.0034563947,134,3.8082652,174,1265.4084389209747,0.040736604,155904,22272,0.0042947433,-0.007144331932067871,0.002215364,9928.46990878,1001.0
-0.004407338,131,3.805512,175,1272.0833506584167,0.07533482,156800,22400,0.0053128493,-0.20012688636779785,0.002401533,9928.46990878,1001.0
-0.008465275,134,3.8011913,176,1278.9104075431824,0.10212054,157696,22528,0.0071911085,0.009681522846221924,0.0026568752,9928.46990878,1001.0
-0.005993568,131,3.796273,177,1285.5704097747803,0.12137277,158592,22656,0.0082158595,-0.11259865760803223,0.0015194799,9928.46990878,1001.0
-0.0027078236,131,3.791558,178,1292.376790046692,0.046316966,159488,22784,0.0045326375,-0.0492173433303833,0.0015509523,9928.46990878,1001.0
-0.0019164319,134,3.7885792,179,1299.1746306419373,0.011160715,160384,22912,0.0020960812,-0.023270606994628906,0.0019461564,9928.46990878,1001.0
-0.0019569853,75,3.7867072,180,1305.8280713558197,0.047433037,161280,23040,0.004335436,0.007164359092712402,0.47885162,10034.803314179999,1001.0
-0.011852192,134,3.7879584,181,1317.7145907878876,0.16768974,162176,23168,0.011914174,-0.0036122798919677734,0.004443247,10034.803314179999,1001.0
-0.0017973869,139,3.7883725,182,1324.3584747314453,0.04296875,163072,23296,0.004319566,0.02994316816329956,0.0033883257,10034.803314179999,1001.0
-0.004766166,135,3.7867467,183,1330.777182817459,0.078125,163968,23424,0.005551986,-0.2805730104446411,0.001653164,10034.803314179999,1001.0
-0.0058736242,136,3.7842946,184,1337.3700602054596,0.083984375,164864,23552,0.006418381,-0.15750718116760254,0.0019089181,10034.803314179999,1001.0
-0.0028181782,125,3.780029,185,1343.9239225387573,0.06110491,165760,23680,0.0050100256,-0.2487708330154419,0.001444629,10034.803314179999,1001.0
-0.0030173976,134,3.7724245,186,1351.053739786148,0.050223213,166656,23808,0.0039056176,-0.13278472423553467,0.001766273,10034.803314179999,1001.0
-0.0059759533,129,3.7643971,187,1357.719027042389,0.10853794,167552,23936,0.007592657,-0.009866952896118164,0.0027377042,10034.803314179999,1001.0
0.0012021305,73,3.760034,188,1364.6607279777527,0.019810269,168448,24064,0.002494826,0.019112884998321533,0.4767501,10113.43845369,1001.0
-0.0007497388,132,3.7588205,189,1376.8657817840576,0.00390625,169344,24192,0.0008589849,0.10863375663757324,0.00284742,10113.43845369,1001.0
-0.0030630701,139,3.756721,190,1383.636828660965,0.047154017,170240,24320,0.0037421368,0.01102977991104126,0.002233197,10113.43845369,1001.0
-0.0038987962,137,3.7543259,191,1390.063583612442,0.022879465,171136,24448,0.0024873891,-0.14785432815551758,0.0017157934,10113.43845369,1001.0
