policy_loss,total_timesteps,value_loss,explained_variance,nupdates,fps,policy_entropy,ep_reward_mean,ep_len_mean
0.09139234572649002,0,1.6015617847442627,-0.05327939987182617,1,43,4.256815433502197,,
-0.2973765730857849,3267,0.04264313727617264,0.12444096803665161,100,128,4.075555801391602,1344.7182323333334,1001.0
0.013090444728732109,6567,0.0007464856607839465,-7.881479263305664,200,131,3.8638038635253906,1621.3923918333332,1001.0
-0.5718960165977478,9867,0.018551193177700043,0.4536438584327698,300,133,3.756958246231079,1534.063496,1001.0
-0.2650878429412842,13167,0.024962764233350754,0.14636516571044922,400,133,3.5377285480499268,2186.1514565,1001.0
0.13750097155570984,16467,0.00260759424418211,0.004996359348297119,500,133,3.3861918449401855,2555.6986506000003,1001.0
-0.19729551672935486,19767,0.0037393243983387947,-0.08424568176269531,600,130,3.2051873207092285,2943.5601205263156,1001.0
-0.20904743671417236,23067,0.0035258526913821697,-0.6019667387008667,700,131,2.995729446411133,3454.882049772727,1001.0
-0.3174203634262085,26367,0.003070312552154064,-0.27320218086242676,800,131,2.8585689067840576,3512.3376353599997,1001.0
-0.16289874911308289,29667,0.02856088988482952,-0.06370580196380615,900,132,2.732308864593506,3772.349207035714,1001.0
-0.13265305757522583,32967,0.06008009612560272,-0.0030210018157958984,1000,132,2.6001839637756348,3977.9250999354836,1001.0
0.1783624142408371,36267,0.0035538370721042156,0.14883583784103394,1100,131,2.380307197570801,4958.592188542857,1001.0
-0.22678294777870178,39567,0.017642930150032043,0.024172186851501465,1200,131,2.2542648315429688,5714.622954499999,1001.0
-0.1619192659854889,42867,0.011081723496317863,0.0284615159034729,1300,131,2.1513912677764893,6078.339400146341,1001.0
-0.3298916220664978,46167,0.015636418014764786,-0.3934081792831421,1400,131,2.0028436183929443,6712.854320136362,1001.0
-0.04102269932627678,49467,0.021594932302832603,0.019975006580352783,1500,132,1.8463656902313232,7335.797668957446,1001.0
-0.35415157675743103,52767,0.013159352354705334,0.4388584494590759,1600,131,1.7145246267318726,8271.698582862744,1001.0
0.1747250109910965,56067,0.027194375172257423,0.08125466108322144,1700,131,1.5566704273223877,9188.809355722222,1001.0
-0.39724230766296387,59367,0.02146781235933304,-0.025309443473815918,1800,131,1.4334704875946045,9841.706407894735,1001.0
0.12364273518323898,62667,0.004817165434360504,0.06748586893081665,1900,131,1.2680964469909668,10894.643272283332,1001.0
-0.41101837158203125,65967,0.01108374260365963,0.014204204082489014,2000,131,1.142975091934204,11951.335342984126,1001.0
-0.3037117123603821,69267,0.012145493179559708,0.018414676189422607,2100,131,1.0141757726669312,13293.835303238806,1001.0
-0.021561212837696075,72567,0.007659394759684801,0.07019054889678955,2200,131,0.8651202917098999,14394.114076042859,1001.0
0.106003537774086,75867,0.0112172681838274,-0.15999281406402588,2300,131,0.7354438304901123,15640.485886054792,1001.0
-0.10634875297546387,79167,0.010215623304247856,0.029624462127685547,2400,131,0.5907939672470093,16861.603910960523,1001.0
-0.09082674980163574,82467,0.01658105105161667,-0.033750176429748535,2500,131,0.439555287361145,18047.19865520253,1001.0
-0.29741203784942627,85767,0.01130690798163414,0.01910001039505005,2600,131,0.32648491859436035,19552.187234228917,1001.0
-0.025202259421348572,89067,0.005578367039561272,-0.015267491340637207,2700,131,0.1120920181274414,21374.423701534884,1001.0
-0.09809477627277374,92367,0.011743317358195782,-0.015760064125061035,2800,131,0.02438521385192871,22620.613441269663,1001.0
-0.22273169457912445,95667,0.0019068189430981874,-0.19269001483917236,2900,131,-0.12543904781341553,23957.553684206523,1001.0
0.011467240750789642,98967,0.0031612501479685307,-0.00015592575073242188,3000,131,-0.3026144504547119,25824.18625381053,1001.0
-0.028359392657876015,102267,0.0070582190528512,-0.19653654098510742,3100,131,-0.44770920276641846,28214.906292808086,1001.0
-0.034078486263751984,105567,0.0019557103514671326,0.018761873245239258,3200,131,-0.5727355480194092,30236.018231869995,1001.0
-0.427900493144989,108867,0.0019143304089084268,0.07764804363250732,3300,131,-0.7653317451477051,33042.92521948,1001.0
-0.19354362785816193,112167,0.0007509163697250187,-0.11372053623199463,3400,131,-0.9311838150024414,35913.55425596,1001.0
-0.2159939557313919,115467,0.0005625031189993024,-0.35512828826904297,3500,131,-1.1045541763305664,39028.65526289,1001.0
-0.16207732260227203,118767,0.005477878265082836,-0.19402539730072021,3600,131,-1.236681342124939,43016.21709454,1001.0
-0.3112873136997223,122067,0.00044128019362688065,0.02968430519104004,3700,131,-1.335493564605713,46096.60607506999,1001.0
-0.5787796974182129,125367,0.009748250246047974,-0.039167046546936035,3800,131,-1.4571317434310913,49103.6996258,1001.0
0.19245608150959015,128667,0.0013361384626477957,-0.5769213438034058,3900,131,-1.5983341932296753,52377.88730718,1001.0
0.14986661076545715,131967,0.00024734879843890667,-0.0898522138595581,4000,131,-1.7257391214370728,55645.44147975,1001.0
-0.25993478298187256,135267,0.0013688270701095462,0.019468188285827637,4100,131,-1.8777174949645996,60168.92511323999,1001.0
-0.2768053114414215,138567,0.00010835245484486222,0.13865143060684204,4200,131,-1.956820011138916,63255.277861710005,1001.0
-0.06669273227453232,141867,4.105523839825764e-05,-0.512237548828125,4300,131,-2.05031156539917,66316.65544076999,1001.0
-0.5538184642791748,145167,0.0001414506114087999,-0.9752074480056763,4400,131,-2.1351511478424072,69584.03093705999,1001.0
-0.21108490228652954,148467,0.00010062845831271261,-0.4522002935409546,4500,131,-2.2230844497680664,72757.30612741,1001.0
0.005139208398759365,151767,4.060713399667293e-05,-0.22144365310668945,4600,131,-2.2968380451202393,76984.52761366,1001.0
-0.3080913722515106,155067,8.666631038067862e-05,0.04264509677886963,4700,131,-2.3726048469543457,80044.44285531,1001.0
-0.23116014897823334,158367,0.0002445039281155914,0.1859111785888672,4800,131,-2.4593982696533203,83018.63858566998,1001.0
0.20978769659996033,161667,1.822945341700688e-05,-10.050498008728027,4900,131,-2.547847032546997,85974.6066168,1001.0
-0.04439857602119446,164967,3.1904301067697816e-06,-4.0137224197387695,5000,131,-2.6156396865844727,88602.15437637997,1001.0
0.022521959617733955,168267,0.00713789789006114,0.28291773796081543,5100,131,-2.6772260665893555,92162.13638913998,1001.0
-0.11421431601047516,171567,8.014986087800935e-05,-0.18475472927093506,5200,131,-2.736832618713379,94762.98269767998,1001.0
0.05324149131774902,174867,2.9066923161735758e-05,-2.2112655639648438,5300,131,-2.8195276260375977,97142.59069445997,1001.0
0.009066629223525524,178167,0.00015606281522195786,-0.3332604169845581,5400,131,-2.8919143676757812,99662.25335613999,1001.0
-0.43223562836647034,181467,3.477550853858702e-05,-0.6842100620269775,5500,132,-2.9389901161193848,101950.98264769,1001.0
-0.35434168577194214,184767,0.010604748502373695,0.09039163589477539,5600,131,-3.0007128715515137,104918.17305053001,1001.0
-0.12030189484357834,188067,0.0002680133911781013,-0.0861978530883789,5700,131,-3.037658214569092,107211.20242055999,1001.0
-0.18411314487457275,191367,2.803128882078454e-05,-1.890441656112671,5800,132,-3.0721521377563477,108846.35105935996,1001.0
0.06807743012905121,194667,1.5315639757318422e-05,-5.6139140129089355,5900,132,-3.122983932495117,110547.98499597999,1001.0
-0.6519061923027039,197967,5.478989260154776e-05,0.020252764225006104,6000,132,-3.1939897537231445,112367.02125744,1001.0
-0.3656793534755707,201267,0.008976466953754425,-0.1281067132949829,6100,131,-3.238633632659912,114096.63620312001,1001.0
0.16063319146633148,204567,0.00024410037440247834,-2.016880750656128,6200,131,-3.300504207611084,115216.68993490002,1001.0
0.014374036341905594,207867,1.7731385014485568e-05,-0.7948604822158813,6300,131,-3.3493571281433105,116580.81926903999,1001.0
0.11102577298879623,211167,7.351440217462368e-06,-10.637985229492188,6400,132,-3.3823437690734863,117596.24657936001,1001.0
-0.703921377658844,214467,0.0003424553433433175,-0.1413440704345703,6500,132,-3.4177322387695312,118424.83068217,1001.0
-0.5253263115882874,217767,0.00021054421085864305,0.09135603904724121,6600,132,-3.463503837585449,119021.87589682001,1001.0
-0.1731872409582138,221067,5.729683380195638e-06,-1.9823009967803955,6700,131,-3.5034613609313965,119734.07718311,1001.0
