eplenmean,ent_coef_loss,mean 100 episode reward,current_lr,policy_loss,qf1_loss,ep_rewmean,fps,qf2_loss,value_loss,episodes,n_updates,total timesteps,entropy,ent_coef,time_elapsed
1001.0,-4.919427,10.7,0.0003,-10.914027,0.0075661168,1608.9806030363636,59,0.0060168393,0.00285267,56,54955,55055,1.1325135,0.006298935,930
1001.0,2.8823411,10.3,0.0003,-9.151096,0.0072755655,1571.6027027118648,59,0.0057732593,0.0017021443,60,58959,59059,0.6724237,0.005356173,998
1001.0,-2.8338118,9.7,0.0003,-8.207006,0.0031165278,1487.7254300634925,59,0.0025774739,0.003819715,64,62963,63063,0.7670307,0.0039807665,1065
1001.0,0.4530856,9.4,0.0003,-6.996695,0.5770599,1479.691326417911,59,0.57575256,0.0051577175,68,66967,67067,0.8184556,0.0033345062,1132
1001.0,2.5097861,9.1,0.0003,-5.843114,0.0016882318,1447.1685535070428,59,0.0018093896,0.00458798,72,70971,71071,1.4899771,0.0043692035,1201
1001.0,-2.2444985,9.7,0.0003,-4.5582294,0.001772932,1613.2808609200001,59,0.0019304297,0.0017558733,76,74975,75075,1.5685697,0.0032605056,1269
1001.0,3.0519412,10.7,0.0003,-3.894732,0.14067385,1922.224641974684,59,0.1416562,0.00069183594,80,78979,79079,0.9674773,0.0033677688,1337
1001.0,1.4049609,11.0,0.0003,-3.3890634,0.0007282764,2049.3855864578313,59,0.000356014,0.00067481503,84,82983,83083,1.5342457,0.0034423633,1405
1001.0,2.7056687,11.6,0.0003,-3.1251163,0.000493464,2301.342153091954,59,0.00038215925,0.0009895161,88,86987,87087,0.67536867,0.0027425094,1472
1001.0,0.093685806,12.4,0.0003,-2.8119116,0.0003067394,2632.5377109340657,59,0.00035443594,0.00053355505,92,90991,91091,0.8533798,0.0025814427,1541
1001.0,-0.6692655,12.6,0.0003,-2.6698608,0.0007190151,2795.612160852631,59,0.00045455588,0.0003846466,96,94995,95095,0.67203104,0.0025797987,1608
1001.0,-1.297401,13.0,0.0003,-2.529859,0.00040844263,3025.8673967575764,59,0.00035558682,0.00024247682,100,98999,99099,0.52736926,0.0025929392,1677
1001.0,2.2216058,12.2,0.0003,-2.2130833,0.0002954005,3124.64957455,59,0.00021798679,0.0003267933,104,103003,103103,0.34915504,0.0021965376,1744
1001.0,4.4031053,12.3,0.0003,-2.2318625,0.00091103325,3345.0790273800003,59,0.00062058226,0.00047104683,108,107007,107107,0.4536239,0.002016033,1811
1001.0,0.65776205,12.7,0.0003,-2.203155,0.00031729377,3582.64437416,59,0.0002772665,0.00047792768,112,111011,111111,0.38282275,0.002022462,1880
1001.0,-0.25210428,12.8,0.0003,-2.169314,0.00076852133,3705.79294092,59,0.0011429891,0.003273824,116,115015,115115,0.48124474,0.0021311827,1948
1001.0,1.919229,12.7,0.0003,-2.0396004,0.000107479296,3795.732642680001,59,0.00010547099,0.00024529698,120,119019,119119,0.55735815,0.0023197206,2016
1001.0,2.755255,12.9,0.0003,-2.2446148,0.000940252,3975.1509202900006,59,0.0008462259,0.0014630316,124,123023,123123,0.36099976,0.0021153248,2084
1001.0,-1.312155,13.7,0.0003,-2.070088,0.0002515648,4402.28061779,59,0.00020077893,0.0003286711,128,127027,127127,1.2439064,0.002660943,2152
1001.0,1.0124753,14.0,0.0003,-1.8307755,0.0003583283,4567.87370309,59,0.00069494307,0.0005149432,132,131031,131131,0.41440374,0.0019703535,2220
1001.0,2.1975226,14.1,0.0003,-1.6209158,0.00063296023,4672.436482969999,59,0.0005161387,0.001771665,136,135035,135135,0.23273404,0.002371548,2286
1001.0,-1.7471104,14.4,0.0003,-1.8138123,0.0002661965,4917.8729455699995,59,0.00039251102,0.0011187337,140,139039,139139,0.17757732,0.0021844557,2354
1001.0,-3.4979296,15.1,0.0003,-1.8943584,0.00022904028,5304.01149594,59,0.0002206118,0.00019994203,144,143043,143143,-0.31924546,0.0021124843,2423
1001.0,0.7684061,14.2,0.0003,-1.7424965,0.00034805568,5192.074379340001,59,0.0003529663,0.00017926286,148,147047,147147,-0.90723884,0.0017381363,2489
1001.0,1.0716362,15.1,0.0003,-1.5464685,0.00048625385,5929.69835225,59,0.0002926127,0.0004566948,152,151051,151151,-0.2810306,0.0016180081,2557
1001.0,-0.8260044,15.9,0.0003,-1.9998931,0.0002484157,6534.08299306,59,0.00023366456,0.00025432085,156,155055,155155,-1.1597738,0.0015826869,2625
1001.0,1.3316267,16.6,0.0003,-2.2715328,0.00019828587,7228.190800900001,59,0.00023217459,0.00015137135,160,159059,159159,-0.6740129,0.002405147,2692
1001.0,1.6215023,19.1,0.0003,-2.522153,0.00035611034,10134.864777300001,59,0.0005792344,0.0002450005,164,163063,163163,-0.74456227,0.0026239844,2760
1001.0,1.2361162,20.1,0.0003,-2.5696142,0.0003399045,12049.791570420002,59,0.0003568769,0.00031575287,168,167067,167167,-0.560379,0.0028096917,2828
1001.0,-0.35823053,21.0,0.0003,-2.2621753,0.0006804766,14137.35842127,59,0.0005119393,0.0003492629,172,171071,171171,0.0695154,0.003227396,2896
1001.0,-0.9424137,21.5,0.0003,-2.4850755,0.0005682822,16591.95378216,59,0.00060708704,0.00095568376,176,175075,175175,-0.39550334,0.003299764,2964
1001.0,-1.0636716,21.2,0.0003,-2.7968302,0.0009422629,18435.23094822,59,0.0010139204,0.00039259647,180,179079,179179,-0.8127856,0.0030540056,3032
1001.0,2.5283897,21.3,0.0003,-3.3610797,0.00047752127,20040.58053764,59,0.00051003764,0.00068581325,184,183083,183183,-1.6912159,0.0029756785,3099
1001.0,-0.5260234,21.1,0.0003,-2.514591,0.0011322583,21638.61820601,59,0.0010666143,0.0005845097,188,187087,187187,-1.1932211,0.0030305237,3167
1001.0,0.22108042,20.7,0.0003,-2.3098876,0.0004731196,23376.697320260002,59,0.00059164094,0.0006153006,192,191091,191191,-0.8167935,0.0031366115,3235
1001.0,0.35879558,21.0,0.0003,-2.7875118,0.0011869033,25979.05934017,59,0.0010319976,0.00033737335,196,195095,195195,-1.4128189,0.0029956885,3302
1001.0,-0.5566315,20.1,0.0003,-2.4240513,0.0007671387,25642.73783357,59,0.0008959891,0.00040587346,200,199099,199199,-1.2374729,0.0028167786,3369
1001.0,1.0846136,20.2,0.0003,-2.676542,0.0005694842,26795.105286560003,59,0.0005894907,0.00036372023,204,203103,203203,-1.6234171,0.0025436883,3436
1001.0,-0.25934246,19.8,0.0003,-2.0487967,0.00033190296,27608.22820202,59,0.0005449348,0.00053917064,208,207107,207207,-0.8510272,0.0027121434,3505
1001.0,-0.9929943,19.6,0.0003,-2.4406068,0.0022573173,28475.78089046,59,0.0017640088,0.0023111473,212,211111,211211,-1.4169128,0.0025541154,3572
1001.0,0.65107507,19.4,0.0003,-1.5657438,0.00030955876,29094.50559843,59,0.00046974223,0.00045425456,216,215115,215215,-1.2261739,0.0021078386,3639
1001.0,-0.08810958,19.4,0.0003,-1.715452,0.00016980771,30119.537903189997,59,0.0003058732,0.00059704075,220,219119,219219,-1.222866,0.0021952905,3706
1001.0,0.53841865,19.2,0.0003,-1.5006275,0.00039368644,30833.16593558,59,0.00045377528,0.00054730516,224,223123,223223,-1.2178817,0.0021028572,3774
1001.0,-5.136573,18.8,0.0003,-0.36351255,0.00016899672,32332.65503825,59,0.00026191946,0.00045141316,228,227127,227227,-0.31866038,0.0020651452,3841
1001.0,-0.21564317,19.3,0.0003,-1.0610793,0.000371857,34828.51701182001,59,0.0005499238,0.00073003466,232,231131,231231,-0.39552683,0.0024040807,3909
1001.0,-1.4083865,19.0,0.0003,-0.80044997,0.00013219542,34702.040803890006,59,0.00015662369,0.0001579994,236,235135,235235,-0.020574152,0.002388772,3977
1001.0,-2.9974413,18.9,0.0003,-0.8631431,0.00022489716,36150.72072119,59,0.00031266775,0.0013284703,240,239139,239239,-0.007646844,0.0021935431,4045
1001.0,0.9722751,19.4,0.0003,-0.89674586,0.00018739564,40157.09159337,59,0.0001186244,0.00024357879,244,243143,243243,-0.17093733,0.0029796897,4113
1001.0,3.3501081,19.4,0.0003,-0.9698814,0.00016802264,40946.597480000004,59,0.00017680215,0.00056030357,248,247147,247247,-0.34992683,0.0026005828,4180
1001.0,-0.19726884,18.4,0.0003,-0.7711853,0.0003543729,42036.39965724,59,0.00042392072,0.0003900109,252,251151,251251,-0.20878115,0.002868059,4249
1001.0,-0.9186755,18.1,0.0003,-0.8334032,0.0001269399,43367.00942793,59,0.0005597118,0.0005054902,256,255155,255255,-0.56527317,0.0026842346,4317
1001.0,-1.1945194,17.8,0.0003,-0.4658391,0.00017061373,44685.15826554999,59,0.00019787924,0.00036828715,260,259159,259259,0.43517873,0.0028212266,4385
1001.0,1.1569828,16.5,0.0003,-0.75322974,0.00015689369,46030.72885476,59,0.00022729534,0.0006205111,264,263163,263263,-0.18993574,0.0026573786,4454
1001.0,-0.87654567,15.9,0.0003,-1.2846932,0.01056366,46122.71152918999,59,0.012044537,0.0006042909,268,267167,267267,-1.2287393,0.002699593,4522
1001.0,-4.203392,15.3,0.0003,-0.820777,0.000175089,46090.91483533001,59,0.00013331941,0.00036239624,272,271171,271271,-0.20036766,0.0023717054,4589
1001.0,1.182247,14.8,0.0003,-1.1925035,0.00023753964,46374.657151840016,59,0.0002562703,0.00017655545,276,275175,275275,-1.2960504,0.002641924,4657
1001.0,-0.9992753,14.3,0.0003,-1.146208,0.00014403058,45908.081019569996,59,5.3970027e-05,0.000114813156,280,279179,279279,-1.0159965,0.003129096,4727
1001.0,-0.7221383,13.9,0.0003,-1.1148055,0.00012410048,45123.95779428,59,0.00012978056,0.00025310615,284,283183,283283,-0.9534596,0.0025894882,4796
1001.0,-2.8455744,13.4,0.0003,-1.2706828,5.9921513e-05,44312.56234748,59,8.801978e-05,0.00017587567,288,287187,287287,-1.6502149,0.0021830439,4865
1001.0,1.5569901,13.2,0.0003,-1.1700394,5.534958e-05,44248.71827881,59,5.0264898e-05,7.7920624e-05,292,291191,291291,-1.2406545,0.0020391808,4933
1001.0,-0.6161083,12.9,0.0003,-0.96720845,5.2693373e-05,44427.23539781001,59,6.241318e-05,5.2533604e-05,296,295195,295295,-1.4660434,0.0018948967,5001
1001.0,6.840663,13.8,0.0003,-1.2295985,5.995706e-05,47686.72084253,59,8.608368e-05,0.00027163373,300,299199,299299,-1.5830536,0.0019387427,5069
1001.0,-0.50704306,13.9,0.0003,-0.93807554,0.000101054284,48661.71223266,59,5.542799e-05,0.0001919501,304,303203,303303,-1.3272148,0.0019922215,5137
1001.0,2.4722157,13.5,0.0003,-0.8954333,6.9913556e-05,47659.68001717,59,0.000106947526,0.00013985022,308,307207,307307,-1.173095,0.0017700489,5205
1001.0,1.1224271,13.4,0.0003,-1.0277507,7.047458e-05,47400.31690723999,59,0.00019298171,0.00025109353,312,311211,311311,-0.78571504,0.0018939392,5272
1001.0,3.065457,13.8,0.0003,-1.0031457,0.00011299724,49537.54824558,59,0.00017526868,0.00026185138,316,315215,315315,-1.0100807,0.0018362431,5341
1001.0,3.288064,13.7,0.0003,-0.63225996,4.5190325e-05,49319.096675609995,59,0.00010441948,0.00011368814,320,319219,319319,-0.80970734,0.001838316,5408
1001.0,0.7880765,13.6,0.0003,-0.6519506,0.00010008979,49112.18697918999,59,8.3963365e-05,0.00013775475,324,323223,323323,-0.62747425,0.0019433362,5477
1001.0,-2.1683717,14.0,0.0003,-0.48199844,0.00013908697,51343.29316857001,59,7.5879834e-05,0.00019056298,328,327227,327327,0.13701162,0.0017499794,5545
1001.0,-2.3493953,13.4,0.0003,-0.47479576,0.000165406,49707.67879648,59,0.00014946327,0.00029804267,332,331231,331331,-0.5334795,0.0015651068,5611
1001.0,0.5323646,13.9,0.0003,-0.91853076,0.00010970924,51852.93364942999,59,9.580632e-05,0.00012012464,336,335235,335335,-1.32751,0.0016624526,5678
1001.0,-1.4306589,14.2,0.0003,-0.6498618,9.751597e-05,53485.14020348,59,0.00014153644,0.0004761099,340,339239,339339,-0.58445746,0.0014773157,5746
1001.0,0.47901726,13.6,0.0003,-0.5828583,0.0007488324,52249.90228937,59,0.00019295288,7.2144605e-05,344,343243,343343,-0.76868206,0.0012358247,5813
1001.0,4.0264406,13.4,0.0003,-0.74089026,0.00016320976,51407.379136350006,59,0.00012304005,0.00047991442,348,347247,347347,-0.88860023,0.0013929305,5880
1001.0,0.89889205,13.2,0.0003,-0.6126019,0.00038533186,51169.08394843001,59,0.00014894016,0.0002806153,352,351251,351351,-0.14512803,0.0014320601,5947
1001.0,-0.6758131,13.4,0.0003,-0.8456593,0.00017203443,52473.874039430004,59,7.1680515e-05,0.00013049992,356,355255,355355,-0.6389622,0.0013490848,6014
1001.0,3.5438166,12.8,0.0003,-0.75910175,0.00024719705,50429.20047604,59,0.00017170922,0.00042756248,360,359259,359359,-0.80899143,0.0010343466,6081
1001.0,-0.94052124,11.9,0.0003,-0.8261758,5.917617e-05,47177.42745503,59,0.00016652423,0.00014878188,364,363263,363363,-0.5783943,0.0014009773,6148
1001.0,0.66226107,11.6,0.0003,-0.8863566,0.000106895444,46153.00927678999,59,0.000116487594,0.00038658606,368,367267,367367,-1.4605105,0.00078279636,6215
1001.0,-0.6643212,11.4,0.0003,-0.7753178,0.000103410246,45853.05797103,59,0.00012727609,5.0588264e-05,372,371271,371371,-0.57798684,0.0007857623,6283
1001.0,-2.3448691,11.3,0.0003,-0.9814571,0.000116543815,45562.119142879994,59,9.14193e-05,5.1503484e-05,376,375275,375375,-1.1858015,0.0007005217,6351
1001.0,4.153216,11.2,0.0003,-1.0204655,3.5385514e-05,45517.33591658,59,3.6741694e-05,8.451419e-05,380,379279,379379,-0.99772274,0.0011334888,6418
1001.0,2.56581,11.5,0.0003,-0.8742258,0.00010923616,46702.16791577001,59,8.010706e-05,0.000121287994,384,383283,383383,0.059615914,0.0016082892,6485
1001.0,-0.958675,11.9,0.0003,-0.8640156,0.00011202131,48710.0474095,59,0.000113422284,8.853393e-05,388,387287,387387,-0.19352077,0.0014000457,6552
1001.0,3.3617852,11.6,0.0003,-0.6470593,8.326609e-05,47725.42810594,59,3.0252686e-05,8.625723e-05,392,391291,391391,-0.041950792,0.0011050564,6620
1001.0,-1.9016553,11.6,0.0003,-0.82864356,5.247315e-05,48110.15297092,59,6.1137885e-05,0.00013362449,396,395295,395395,-0.53276956,0.0013284979,6687
1001.0,0.81392384,11.2,0.0003,-0.6713007,3.0471678e-05,46679.33079201999,59,2.4930807e-05,5.3530595e-05,400,399299,399399,-0.48811936,0.0010568447,6753
1001.0,0.5714294,11.7,0.0003,-1.0237743,3.730711e-05,48791.86966913,59,5.418113e-05,0.00032099796,404,403303,403403,-1.248456,0.0010643081,6822
1001.0,5.4995866,12.2,0.0003,-1.1810062,0.00011426443,51051.56581535,59,6.937886e-05,5.7902176e-05,408,407307,407407,-2.0242739,0.0011024096,6890
1001.0,0.29842865,12.7,0.0003,-1.1239815,2.5401814e-05,53472.28912308001,59,4.7178244e-05,0.00021216509,412,411311,411411,-1.4135015,0.0013808687,6958
1001.0,0.24655879,12.7,0.0003,-1.2666891,3.7259422e-05,53997.74096007,59,3.446173e-05,0.000116149924,416,415315,415415,-1.7546493,0.001475427,7026
1001.0,3.9689262,13.3,0.0003,-1.5563389,0.009582812,56520.24839399,59,0.012888551,0.0006138559,420,419319,419419,-2.5843787,0.0015004191,7094
1001.0,-3.4716477,13.3,0.0003,-0.9300701,4.921813e-05,56933.63700559,59,5.863187e-05,7.657966e-05,424,423323,423423,-0.96146214,0.0012897333,7161
1001.0,-1.5050876,12.5,0.0003,-1.0837548,2.7346689e-05,53819.16030735999,59,3.323534e-05,9.694677e-05,428,427327,427427,-1.3638394,0.0010744309,7228
1001.0,1.8179994,13.3,0.0003,-1.1392565,3.2476168e-05,57405.47933229999,59,2.9510189e-05,0.00019144831,432,431331,431431,-1.4678137,0.0011360726,7295
1001.0,-1.0505965,13.3,0.0003,-1.1859732,1.9915775e-05,57643.65415095999,59,2.9762963e-05,3.0201823e-05,436,435335,435435,-1.5474885,0.0008648251,7362
1001.0,-1.8889914,13.4,0.0003,-0.9781983,0.017459476,58639.17599421,59,0.016569944,7.611295e-05,440,439339,439439,-0.7909143,0.00096660055,7430
1001.0,1.6862583,13.4,0.0003,-1.1487932,2.6874968e-05,58885.584343799994,59,2.5167588e-05,7.055659e-05,444,443343,443443,-1.2185259,0.0010422956,7497
1001.0,-1.3974075,13.4,0.0003,-1.1768713,4.0201645e-05,58921.863267939996,59,4.617966e-05,5.245964e-05,448,447347,447447,-1.379411,0.0009228439,7563
1001.0,-3.048326,13.9,0.0003,-1.001632,2.3595188e-05,61246.09933974001,59,1.7887109e-05,0.00012581187,452,451351,451451,-1.1554708,0.0009521222,7630
1001.0,2.594038,13.6,0.0003,-1.4191482,0.00016846578,60210.1566096,59,0.0001661401,7.001714e-05,456,455355,455455,-2.1802857,0.001065973,7698
1001.0,3.9630613,13.7,0.0003,-1.2128191,0.0037254672,60791.11500806999,59,0.0039937417,6.3203064e-05,460,459359,459459,-1.7956882,0.00094358635,7765
1001.0,-1.6822605,14.0,0.0003,-0.89999783,0.00014176095,61959.47068313,59,0.00014390313,9.040866e-05,464,463363,463463,-0.9652683,0.00087338866,7833
1001.0,5.904264,13.7,0.0003,-0.85525036,0.00016013779,60986.98672193,59,0.00015662401,0.00022499502,468,467367,467467,-0.8254078,0.0008866959,7900
1001.0,-5.3391213,14.0,0.0003,-0.7248474,3.1652846e-05,62516.80339165,59,2.9800083e-05,3.603787e-05,472,471371,471471,-0.39968556,0.0009295135,7967
1001.0,-0.20173603,13.4,0.0003,-0.91323054,4.067646e-05,60045.15252525,59,6.733338e-05,0.00012506694,476,475375,475475,-0.23427829,0.0007764639,8034
1001.0,0.99602604,13.1,0.0003,-0.83942217,3.3116386e-05,58677.093448700005,59,4.7521942e-05,2.7480648e-05,480,479379,479479,-0.9882977,0.00084744295,8100
1001.0,2.33257,13.0,0.0003,-0.8419538,6.193831e-05,58323.40527027,59,3.6662772e-05,5.6047807e-05,484,483383,483483,-0.9918388,0.000739473,8168
1001.0,2.2339196,12.3,0.0003,-0.5036189,3.3369914e-05,55233.78529616,59,6.945005e-05,0.00025878474,488,487387,487487,0.31431857,0.0010750577,8235
1001.0,-3.4512682,12.4,0.0003,-0.6765144,9.5992786e-05,55689.94772019,59,0.0001109077,8.318576e-05,492,491391,491491,-0.08534945,0.00093306514,8302
1001.0,-4.1015654,11.6,0.0003,-0.2549212,6.6761204e-05,52297.64537605,59,0.00024474197,0.00013105104,496,495395,495495,0.6140344,0.00086115324,8368
1001.0,-0.45685196,11.5,0.0003,-0.6972356,8.5212654e-05,52149.71724092,59,4.9678776e-05,9.911666e-05,500,499399,499499,0.019075572,0.0008177866,8435
