fps,explained_variance,policy_entropy,total_timesteps,value_loss,nupdates,ep_reward_mean,ep_len_mean
169,0.009870469570159912,13.184823036193848,390000,19780.40234375,6000,1325.6701411000001,500.0
169,0.34791630506515503,13.171442031860352,396500,19664.4375,6100,1410.8514571299997,500.0
169,0.037956953048706055,13.128569602966309,403000,22650.62109375,6200,1439.78552656,500.0
169,-1.0973529815673828,13.150064468383789,409500,21610.654296875,6300,1416.1466015999997,500.0
169,0.22218561172485352,13.150423049926758,416000,23851.0546875,6400,1456.0527828699999,500.0
169,-6.136363506317139,13.12758731842041,422500,20375.560546875,6500,1480.72942928,500.0
169,-0.2908822298049927,13.133955001831055,429000,25852.640625,6600,1462.2394236000002,500.0
169,0.00714111328125,13.085731506347656,435500,27481.443359375,6700,1452.39968947,500.0
169,0.2724354863166809,13.084168434143066,442000,27126.611328125,6800,1406.4373383799998,500.0
169,-0.33153295516967773,13.113081932067871,448500,27358.67578125,6900,1427.8005160900002,500.0
169,-0.17248690128326416,13.123475074768066,455000,28073.623046875,7000,1464.9575121399998,500.0
170,0.012372076511383057,13.131302833557129,461500,31543.716796875,7100,1429.81872708,500.0
170,0.040460407733917236,13.16429328918457,468000,33516.375,7200,1373.2669991100001,500.0
170,-0.25321507453918457,13.123717308044434,474500,33921.15625,7300,1378.44483633,500.0
170,0.043899714946746826,13.125327110290527,481000,34971.48046875,7400,1430.1282156900002,500.0
170,-0.43322885036468506,13.100037574768066,487500,35483.484375,7500,1532.6715314199996,500.0
170,-0.21683132648468018,13.139389991760254,494000,34997.41796875,7600,1645.10324142,500.0
170,-0.6901320219039917,13.124642372131348,500500,36836.375,7700,1586.9781024600002,500.0
170,-4.0478196144104,13.122724533081055,507000,35078.48046875,7800,1607.2186248399996,500.0
170,-0.017684340476989746,13.094168663024902,513500,37182.265625,7900,1643.4646103800003,500.0
170,0.13199687004089355,13.090471267700195,520000,36998.796875,8000,1660.2468349799997,500.0
170,-0.20215225219726562,13.085822105407715,526500,36991.0625,8100,1749.07789338,500.0
170,-1.0813086032867432,13.072571754455566,533000,32606.876953125,8200,1667.8024923300002,500.0
170,-78.67223358154297,13.076605796813965,539500,32489.388671875,8300,1732.0478830999998,500.0
170,0.004274308681488037,13.080674171447754,546000,56738.22265625,8400,1718.64719596,500.0
170,-0.03872823715209961,13.054558753967285,552500,40352.69140625,8500,1784.98528751,500.0
171,0.05692869424819946,13.024689674377441,559000,41946.35546875,8600,1814.25531961,500.0
171,0.0026633143424987793,12.964910507202148,565500,69902.7578125,8700,1933.27040702,500.0
171,0.09383440017700195,12.994086265563965,572000,43885.609375,8800,1988.1742798200003,500.0
171,-0.022255659103393555,12.984200477600098,578500,45481.984375,8900,2043.8581139900002,500.0
171,0.034270524978637695,12.928632736206055,585000,46994.703125,9000,2146.63739036,500.0
171,0.01309269666671753,12.912858009338379,591500,48211.66015625,9100,2083.5328360800004,500.0
171,0.06816971302032471,12.91347599029541,598000,49683.25390625,9200,2134.82967258,500.0
171,0.0088578462600708,12.914291381835938,604500,51508.3671875,9300,2290.78737967,500.0
171,0.018950283527374268,12.894828796386719,611000,53561.703125,9400,2355.46805047,500.0
171,-0.1141735315322876,12.89511775970459,617500,51486.96484375,9500,2416.46294673,500.0
171,0.13273096084594727,12.924530982971191,624000,45485.89453125,9600,2330.5526545799994,500.0
171,-56.524898529052734,12.906072616577148,630500,33803.65234375,9700,2496.8614831100003,500.0
171,-58.80128860473633,12.936063766479492,637000,302.35968017578125,9800,2227.9684363600004,500.0
171,-161.10728454589844,12.97071647644043,643500,2048.40234375,9900,1970.4788201099998,500.0
171,-0.5553410053253174,12.96248722076416,650000,639.8151245117188,10000,1678.2619429500003,500.0
171,-0.5102275609970093,13.036149024963379,656500,3376.114501953125,10100,1320.8914700100004,500.0
171,0.08104473352432251,13.038628578186035,663000,22220.044921875,10200,1030.50789262,500.0
171,-0.2661862373352051,13.061545372009277,669500,43478.8984375,10300,873.67257473,500.0
171,0.15277689695358276,13.085518836975098,676000,47975.33984375,10400,813.6358196100002,500.0
171,-0.06762504577636719,13.119997024536133,682500,52909.80859375,10500,744.6544274700001,500.0
171,-0.012333512306213379,13.109466552734375,689000,51648.4453125,10600,958.48744231,500.0
171,-0.002399921417236328,13.112447738647461,695500,52928.47265625,10700,1237.27878901,500.0
171,0.046136319637298584,13.115403175354004,702000,54941.6015625,10800,1569.3803441700002,500.0
171,-0.1591247320175171,13.16276741027832,708500,56083.23828125,10900,1724.7255956000001,500.0
171,-0.005199790000915527,13.142409324645996,715000,57741.015625,11000,1894.7419486199997,500.0
172,0.01145392656326294,13.151541709899902,721500,57366.8984375,11100,2061.6964767900004,500.0
172,-7.561927795410156,13.161809921264648,728000,52781.87109375,11200,2059.2015743700003,500.0
172,-0.4324434995651245,13.152007102966309,734500,20486.783203125,11300,1902.6358039899999,500.0
172,-305.0823974609375,13.15200138092041,741000,9159.4951171875,11400,1781.98433587,500.0
172,-831.2229614257812,13.216635704040527,747500,32.74724578857422,11500,1487.7855880200004,500.0
172,-9330.3046875,13.257535934448242,754000,325.6844482421875,11600,1191.90344096,500.0
171,-91.96629333496094,13.260286331176758,760500,1.1984901428222656,11700,997.9623754399998,500.0
171,-894.6511840820312,13.309067726135254,767000,8.035441398620605,11800,688.0156039100001,500.0
171,-93.16022491455078,13.318449974060059,773500,13.851844787597656,11900,382.61426582,500.0
171,-40.38520431518555,13.33254337310791,780000,23.246196746826172,12000,248.06625332,500.0
171,-22.479917526245117,13.38613224029541,786500,22.11754035949707,12100,154.78385107999998,500.0
171,-1.9663805961608887,13.653191566467285,793000,29.111827850341797,12200,50.52589450000001,500.0
171,-43.139434814453125,13.84183406829834,799500,30.217220306396484,12300,45.61099486,500.0
171,-8.198830604553223,13.99244499206543,806000,92.21988677978516,12400,39.13884514,500.0
171,-12.977323532104492,14.207419395446777,812500,89.09566497802734,12500,44.301269590000004,500.0
171,-41.48754119873047,14.280783653259277,819000,442.1319274902344,12600,54.542903159999995,500.0
171,-0.03428852558135986,14.265311241149902,825500,470.0123596191406,12700,60.525707059999995,500.0
171,-0.34108853340148926,14.28415584564209,832000,1927.064453125,12800,74.61512542,500.0
171,-2.246312379837036,14.290757179260254,838500,1176.43701171875,12900,87.61368567000001,500.0
171,-16.002286911010742,14.273652076721191,845000,2934.03857421875,13000,109.27850106,500.0
171,-29.24448585510254,14.258088111877441,851500,1100.4010009765625,13100,128.59609677,500.0
171,-17.89824104309082,14.227919578552246,858000,1998.693115234375,13200,157.09847424,500.0
171,-45.994544982910156,14.230910301208496,864500,4619.89892578125,13300,195.22856592,500.0
171,-24.47657585144043,14.210381507873535,871000,5334.85205078125,13400,222.23453373,500.0
171,-2.0130441188812256,14.183257102966309,877500,13474.0380859375,13500,265.45584949,500.0
171,-11.381545066833496,14.198860168457031,884000,8283.212890625,13600,295.08063596000005,500.0
171,-2.9820194244384766,14.227181434631348,890500,10956.3251953125,13700,348.4717923899999,500.0
171,-0.6446353197097778,14.199952125549316,897000,17794.953125,13800,399.12871928999994,500.0
171,-1.0812835693359375,14.171393394470215,903500,21265.69921875,13900,448.56124644000005,500.0
171,-0.01199650764465332,14.176252365112305,910000,22812.873046875,14000,497.23931961,500.0
171,-0.017889976501464844,14.147697448730469,916500,26688.365234375,14100,549.88975866,500.0
171,-0.12140238285064697,14.12807559967041,923000,33338.1953125,14200,616.3834602999999,500.0
171,-3.091668128967285,14.10653018951416,929500,34823.19921875,14300,756.9043842200001,500.0
171,-2.023695468902588,14.102164268493652,936000,34305.51171875,14400,913.5993653099999,500.0
171,-31.759971618652344,14.092362403869629,942500,6330.85302734375,14500,1055.0104769,500.0
171,-4.837885856628418,14.050024032592773,949000,21316.552734375,14600,1170.90406922,500.0
171,-0.9420343637466431,14.04537296295166,955500,40485.890625,14700,1436.6826796600005,500.0
171,-0.13097476959228516,14.038415908813477,962000,22254.185546875,14800,1434.0381046900004,500.0
171,-131.5212860107422,14.055680274963379,968500,189.80703735351562,14900,1356.6811301900002,500.0
171,-293.6861572265625,14.052826881408691,975000,323.2882385253906,15000,1244.67417543,500.0
171,-60.928550720214844,14.056015968322754,981500,1306.869873046875,15100,1045.0516501299999,500.0
171,-9.92989444732666,14.055968284606934,988000,1043.006103515625,15200,865.4535804900003,500.0
171,-2.271768093109131,14.055807113647461,994500,3157.04248046875,15300,660.8456433400002,500.0
171,-2.1220319271087646,14.02879524230957,1001000,19295.4765625,15400,681.8596343999999,500.0
171,-2.6912841796875,14.057703018188477,1007500,33239.43359375,15500,774.32852178,500.0
171,-23.903596878051758,14.063993453979492,1014000,16489.537109375,15600,1009.4104442299999,500.0
171,-2.8437747955322266,14.03732967376709,1020500,24097.1875,15700,1113.11371859,500.0
171,-1.2249362468719482,14.018416404724121,1027000,37525.39453125,15800,1443.5597100399996,500.0
171,-0.46815526485443115,14.006112098693848,1033500,35931.875,15900,1712.2695500000002,500.0
171,-2.297224283218384,13.96541690826416,1040000,40385.91015625,16000,1959.92875157,500.0
171,-5.3776679039001465,13.957016944885254,1046500,31670.533203125,16100,2095.6030355499997,500.0
171,-15.251882553100586,13.944175720214844,1053000,32263.353515625,16200,2122.0346404099996,500.0
172,-0.16777384281158447,13.922712326049805,1059500,46360.7109375,16300,2155.26698227,500.0
172,-1.684324026107788,13.867188453674316,1066000,45786.3125,16400,2222.1902957200004,500.0
172,-0.3901427984237671,13.84550666809082,1072500,50130.703125,16500,2408.7292016199995,500.0
172,-2.1394457817077637,13.845755577087402,1079000,48922.16796875,16600,2295.2482775599997,500.0
172,-0.042548537254333496,13.811368942260742,1085500,51536.7109375,16700,2457.5853351700002,500.0
172,-0.12698900699615479,13.776809692382812,1092000,51590.7890625,16800,2624.9073010600005,500.0
172,-1.5799133777618408,13.77713680267334,1098500,51118.62890625,16900,2832.86716327,500.0
172,0.0002803802490234375,13.777503967285156,1105000,63729.23828125,17000,2925.4177571599994,500.0
172,-0.16086256504058838,13.76455020904541,1111500,64441.80859375,17100,3057.4972168399995,500.0
172,0.0019078850746154785,13.748804092407227,1118000,87825.6640625,17200,3195.7596380900004,500.0
172,-8.987374305725098,13.717780113220215,1124500,58601.22265625,17300,3328.1541501900006,500.0
172,0.0075678229331970215,13.72135066986084,1131000,73738.015625,17400,3457.1272348799994,500.0
172,0.009206235408782959,13.691506385803223,1137500,89184.28125,17500,3463.4336115700003,500.0
172,0.10501134395599365,13.68986701965332,1144000,68351.6953125,17600,3462.548900739999,500.0
172,-0.4830803871154785,13.683060646057129,1150500,72834.8125,17700,3457.8670242299995,500.0
172,-1.2110447883605957,13.654791831970215,1157000,74106.5,17800,3440.62679389,500.0
172,-4.428627967834473,13.625495910644531,1163500,71792.8125,17900,3451.4112419600006,500.0
172,-24.18497085571289,13.634214401245117,1170000,57489.265625,18000,3465.10773904,500.0
172,-4.65787410736084,13.636655807495117,1176500,66936.2890625,18100,3418.7665503200005,500.0
172,-6.264810562133789,13.614473342895508,1183000,71147.4609375,18200,3481.55064045,500.0
172,0.016406774520874023,13.603254318237305,1189500,79152.484375,18300,3401.622822630001,500.0
172,0.02134305238723755,13.591972351074219,1196000,100979.515625,18400,3450.85536143,500.0
172,-16.65643310546875,13.583101272583008,1202500,59138.02734375,18500,3505.9355935700005,500.0
172,-14.366150856018066,13.534807205200195,1209000,78341.515625,18600,3484.59342939,500.0
172,-4.641966819763184,13.489234924316406,1215500,71628.875,18700,3468.3202475800003,500.0
172,0.21880167722702026,13.491119384765625,1222000,85223.28125,18800,3434.7205123700005,500.0
172,-12.380413055419922,13.489853858947754,1228500,59004.1328125,18900,3357.89598959,500.0
172,-0.02460658550262451,13.469217300415039,1235000,86682.2421875,19000,3370.15141595,500.0
172,-54.607383728027344,13.469903945922852,1241500,73366.265625,19100,3397.722612939999,500.0
172,-2.2678372859954834,13.498015403747559,1248000,88111.9453125,19200,3393.8971989599995,500.0
172,-12.921337127685547,13.478689193725586,1254500,84499.25,19300,3403.35549357,500.0
172,-36.87109375,13.453543663024902,1261000,25173.787109375,19400,3054.4167261499997,500.0
172,0.05036163330078125,13.467613220214844,1267500,32129.82421875,19500,2854.555735729999,500.0
172,0.10093897581100464,13.461991310119629,1274000,43834.140625,19600,2734.43744097,500.0
172,-0.02694392204284668,13.467711448669434,1280500,46205.91796875,19700,2619.44093246,500.0
172,-26.25578498840332,13.455764770507812,1287000,59143.59765625,19800,2627.8447370500003,500.0
172,-1.1937954425811768,13.463500022888184,1293500,72757.1953125,19900,2694.21432898,500.0
172,-27.95667266845703,13.438764572143555,1300000,51531.6171875,20000,2744.72859651,500.0
172,0.029982924461364746,13.434966087341309,1306500,78677.703125,20100,2813.2316606000004,498.22
172,-0.30900752544403076,13.438224792480469,1313000,746.8463745117188,20200,2821.36933488,498.22
172,-0.1806497573852539,13.439759254455566,1319500,2226.226806640625,20300,2595.85892259,498.22
172,0.00029528141021728516,13.450118064880371,1326000,36200.24609375,20400,2349.1979569500004,498.22
172,-0.10887527465820312,13.450949668884277,1332500,23897.126953125,20500,2148.45279398,498.22
172,-0.15039944648742676,13.38863468170166,1339000,47812.76953125,20600,1861.6905357200003,498.22
172,-0.9728219509124756,13.407890319824219,1345500,3101.08837890625,20700,1454.16121501,498.22
172,0.002400815486907959,13.428098678588867,1352000,55105.22265625,20800,1052.45362871,500.0
172,-0.01586925983428955,13.438674926757812,1358500,44920.4375,20900,952.8381829600002,500.0
172,0.036040544509887695,13.427603721618652,1365000,47836.2578125,21000,1028.83998481,500.0
172,-0.19549298286437988,13.414472579956055,1371500,38986.80859375,21100,1207.6870090700002,500.0
172,-0.031487464904785156,13.409987449645996,1378000,66627.75,21200,1283.98698195,500.0
172,-43.890098571777344,13.382370948791504,1384500,12873.4072265625,21300,1342.9743110000002,500.0
172,-0.33488309383392334,13.376593589782715,1391000,67664.4375,21400,1348.67529825,500.0
172,0.002288520336151123,13.358734130859375,1397500,74763.765625,21500,1397.9651673600001,500.0
172,-153.20770263671875,13.352643966674805,1404000,3776.438232421875,21600,1403.9785559199997,500.0
172,-0.9124490022659302,13.346335411071777,1410500,63977.8828125,21700,1356.04110578,500.0
172,0.32957208156585693,13.319724082946777,1417000,9549.0107421875,21800,1426.9089783,500.0
172,-0.21362459659576416,13.330399513244629,1423500,40006.7109375,21900,1460.3200779200001,500.0
172,0.13420337438583374,13.33946418762207,1430000,23264.23046875,22000,1506.01526678,500.0
172,0.02270716428756714,13.327284812927246,1436500,34952.2421875,22100,1409.4440172200002,500.0
172,-0.9767107963562012,13.310327529907227,1443000,30579.6875,22200,1377.4400856399998,500.0
172,0.018594205379486084,13.295762062072754,1449500,1762.82958984375,22300,1414.2674269499998,500.0
172,0.8705409914255142,13.305475234985352,1456000,8385.5341796875,22400,1441.6072272,500.0
172,-0.031641364097595215,13.305746078491211,1462500,8696.587890625,22500,1446.26446165,500.0
173,0.0057711005210876465,13.260765075683594,1469000,15384.7255859375,22600,1459.3901288200002,500.0
173,-0.00823068618774414,13.248930931091309,1475500,20304.5078125,22700,1462.3334584100003,500.0
173,-0.004420876502990723,13.245702743530273,1482000,16788.068359375,22800,1499.0871219900002,500.0
173,-0.015620708465576172,13.257859230041504,1488500,21136.484375,22900,1623.16562085,500.0
173,0.811872199177742,13.285284996032715,1495000,17838.576171875,23000,1688.89447508,500.0
173,0.0013355016708374023,13.251730918884277,1501500,15086.771484375,23100,1688.5993541700002,500.0
173,0.8170808851718903,13.222471237182617,1508000,15845.27734375,23200,1694.4633761799998,500.0
173,-0.015681862831115723,13.227785110473633,1514500,16303.021484375,23300,1712.42360707,500.0
173,-0.0021604299545288086,13.239411354064941,1521000,19654.353515625,23400,1689.1671382,500.0
173,-0.017731189727783203,13.253600120544434,1527500,21570.259765625,23500,1693.7818317300002,500.0
173,-0.0004712343215942383,13.26602840423584,1534000,18692.177734375,23600,1699.2431157699998,500.0
173,0.44686561822891235,13.237649917602539,1540500,22908.34375,23700,1702.7548431899997,500.0
173,0.004542648792266846,13.255399703979492,1547000,20335.169921875,23800,1734.34135994,500.0
173,0.007005035877227783,13.278008460998535,1553500,19748.2578125,23900,1740.6609441899998,500.0
173,-0.0018714666366577148,13.263192176818848,1560000,21321.388671875,24000,1765.6978498499998,500.0
173,0.0035778284072875977,13.27706241607666,1566500,17621.962890625,24100,1788.5710467800004,500.0
173,0.0015439391136169434,13.237107276916504,1573000,19357.02734375,24200,1790.9590403299999,500.0
173,0.8089387118816376,13.236992835998535,1579500,19022.880859375,24300,1787.2508255799996,500.0
173,-1.448667287826538,13.213921546936035,1586000,28913.654296875,24400,1808.0230758700002,500.0
173,0.0001895427703857422,13.238929748535156,1592500,22975.66015625,24500,1802.27519786,500.0
173,-0.0012359619140625,13.261109352111816,1599000,17590.271484375,24600,1798.7071555799996,500.0
173,-0.00877082347869873,13.261185646057129,1605500,17936.9296875,24700,1811.7503376199998,500.0
173,-0.0008223056793212891,13.286253929138184,1612000,19305.265625,24800,1791.45413145,500.0
173,0.002809762954711914,13.292670249938965,1618500,20362.078125,24900,1767.2744754700002,500.0
173,-0.0014841556549072266,13.338004112243652,1625000,23150.478515625,25000,1779.4660215,500.0
173,-0.0005047321319580078,13.320287704467773,1631500,21455.630859375,25100,1777.8811730600003,500.0
173,0.8277251124382019,13.360435485839844,1638000,19079.462890625,25200,1769.4927981900005,500.0
173,0.0010448098182678223,13.385138511657715,1644500,22204.25390625,25300,1797.2670445199997,500.0
173,-0.003371715545654297,13.392555236816406,1651000,20802.740234375,25400,1824.0201521499998,500.0
173,-0.0013914108276367188,13.405900955200195,1657500,20505.365234375,25500,1816.60083896,500.0
173,-0.00048470497131347656,13.45670223236084,1664000,21615.4375,25600,1823.0910658600003,500.0
173,-0.0008245706558227539,13.517989158630371,1670500,22720.474609375,25700,1829.82885933,500.0
173,0.0013991594314575195,13.540047645568848,1677000,22134.16015625,25800,1830.2383811399998,500.0
173,1.2099742889404297e-05,13.550139427185059,1683500,21331.94140625,25900,1826.25278322,500.0
173,0.0017075538635253906,13.599417686462402,1690000,21818.3359375,26000,1816.64066844,500.0
173,0.0008946061134338379,13.639128684997559,1696500,22375.650390625,26100,1800.1419817,500.0
173,0.0008876919746398926,13.647873878479004,1703000,21215.52734375,26200,1766.5417285100002,500.0
173,-0.0007078647613525391,13.703154563903809,1709500,22993.26171875,26300,1775.5269069900003,500.0
173,0.0007222890853881836,13.73915958404541,1716000,22190.494140625,26400,1776.7597554,500.0
173,0.0006667375564575195,13.809830665588379,1722500,22381.9140625,26500,1782.1147282,500.0
173,0.0005565285682678223,13.877473831176758,1729000,23663.9375,26600,1784.3545872200002,500.0
173,0.0006330609321594238,13.908790588378906,1735500,23060.94140625,26700,1785.9053280399999,500.0
173,0.0013182759284973145,13.967545509338379,1742000,22498.419921875,26800,1800.19461427,500.0
173,-0.00030422210693359375,14.071213722229004,1748500,21684.287109375,26900,1805.0143268299998,500.0
173,-0.00032389163970947266,14.169652938842773,1755000,22954.01953125,27000,1802.9358994499999,500.0
173,-0.0040607452392578125,14.234375,1761500,22501.697265625,27100,1810.3523530899997,500.0
173,0.00025075674057006836,14.326102256774902,1768000,22867.552734375,27200,1808.9214132999996,500.0
173,-0.00027489662170410156,14.41878604888916,1774500,23225.31640625,27300,1807.6262135099996,500.0
173,-0.025714755058288574,14.502402305603027,1781000,19906.740234375,27400,1803.5604294099996,500.0
173,-0.00010573863983154297,14.569916725158691,1787500,22585.501953125,27500,1811.4341301000002,500.0
173,0.0008455514907836914,14.644036293029785,1794000,23441.287109375,27600,1800.4974287699997,500.0
173,0.0007480382919311523,14.775673866271973,1800500,22937.734375,27700,1799.9971099299999,500.0
173,0.00045299530029296875,14.924222946166992,1807000,22392.14453125,27800,1803.8435764,500.0
173,0.0005021095275878906,14.979193687438965,1813500,23619.56640625,27900,1803.4066775899998,500.0
173,-0.00043594837188720703,15.177535057067871,1820000,23138.48046875,28000,1804.0850503,500.0
173,0.0004311800003051758,15.329222679138184,1826500,22913.8125,28100,1805.0205861799998,500.0
173,0.0001608133316040039,15.462775230407715,1833000,23192.6484375,28200,1809.1273766499999,500.0
173,0.00012612342834472656,15.647124290466309,1839500,23474.607421875,28300,1812.7175395799995,500.0
173,-9.179115295410156e-05,15.811690330505371,1846000,23429.45703125,28400,1813.6122501599998,500.0
173,0.00042510032653808594,15.896125793457031,1852500,23449.29296875,28500,1823.8216062000004,500.0
173,-3.2901763916015625e-05,16.132156372070312,1859000,23711.0390625,28600,1816.7324140499998,500.0
173,1.3828277587890625e-05,16.322282791137695,1865500,23616.396484375,28700,1810.6375530099997,500.0
173,0.0002931952476501465,16.506711959838867,1872000,23456.400390625,28800,1810.8211789199997,500.0
173,0.0001544952392578125,16.529569625854492,1878500,23713.048828125,28900,1815.3572871899999,500.0
173,0.00043588876724243164,16.5863094329834,1885000,23599.587890625,29000,1811.1570996199998,500.0
173,0.00042945146560668945,16.782629013061523,1891500,23496.119140625,29100,1814.74419567,500.0
173,-0.00026285648345947266,16.96063232421875,1898000,23588.2265625,29200,1811.92146366,500.0
173,9.912252426147461e-05,17.1160888671875,1904500,23703.13671875,29300,1815.4657993500002,500.0
173,0.0007135868072509766,17.342309951782227,1911000,23150.326171875,29400,1813.5948178199997,500.0
173,-0.0020024776458740234,17.49962615966797,1917500,23479.224609375,29500,1813.6396565500002,500.0
173,0.00016677379608154297,17.74565887451172,1924000,23578.83984375,29600,1810.18065429,500.0
173,0.0001958012580871582,17.973161697387695,1930500,23633.30859375,29700,1812.7419198300004,500.0
173,-0.00058746337890625,17.988569259643555,1937000,23004.462890625,29800,1807.36143342,500.0
173,-0.0003235340118408203,18.149904251098633,1943500,23411.02734375,29900,1810.9033083200002,500.0
173,3.62396240234375e-05,18.337446212768555,1950000,23447.185546875,30000,1812.8857681999998,500.0
173,9.769201278686523e-05,18.473411560058594,1956500,23473.904296875,30100,1810.4844176499996,500.0
173,0.0006192326545715332,18.611616134643555,1963000,23114.06640625,30200,1811.04232479,500.0
173,-0.0007112026214599609,18.76917839050293,1969500,23579.4375,30300,1815.2631818,500.0
173,-0.004095196723937988,18.868913650512695,1976000,22684.275390625,30400,1823.0071783199999,500.0
173,0.0005295276641845703,19.013307571411133,1982500,23447.28515625,30500,1823.95162309,500.0
