explained_variance,fps,policy_loss,policy_entropy,value_loss,nupdates,total_timesteps,ep_len_mean,ep_reward_mean
0.019671916961669922,272,-0.02603679895401001,8.853904724121094,6.418849945068359,4300,348219,1000.0,69805.48136623
-0.012393832206726074,272,0.029890865087509155,8.849326133728027,6.301632881164551,4400,356319,1000.0,70463.41396796
0.011361777782440186,272,-0.04534535855054855,8.85642147064209,6.266964912414551,4500,364419,1000.0,70964.35005193
0.017939507961273193,272,-0.3911457657814026,8.857588768005371,6.2370195388793945,4600,372519,1000.0,71125.53283007999
0.011793732643127441,272,-0.3152693212032318,8.841507911682129,6.29575252532959,4700,380619,1000.0,71566.43975285
0.034028589725494385,272,-0.16899637877941132,8.831300735473633,6.362757205963135,4800,388719,1000.0,71921.30801051
0.029262959957122803,272,0.12383586913347244,8.839282035827637,6.241504669189453,4900,396819,1000.0,72188.49696207
-0.018056750297546387,272,-0.10523510724306107,8.861266136169434,6.137867450714111,5000,404919,1000.0,72556.05411268999
-0.013714432716369629,272,-0.23577344417572021,8.847304344177246,5.891160011291504,5100,413019,1000.0,72620.49088631
0.016524136066436768,272,-0.048480868339538574,8.853338241577148,6.137637138366699,5200,421119,1000.0,72832.13908482999
-0.001519322395324707,273,-0.2093895673751831,8.845756530761719,6.018792629241943,5300,429219,1000.0,72902.20440978
0.021861493587493896,273,0.04746824502944946,8.787186622619629,5.8131914138793945,5400,437319,1000.0,73053.81691819002
-0.028359651565551758,273,-0.2370092272758484,8.77725887298584,5.677501678466797,5500,445419,1000.0,73263.30636001
0.0038316845893859863,273,0.24355041980743408,8.737035751342773,5.851196765899658,5600,453519,1000.0,73252.77010541999
0.035063743591308594,273,-0.08357848972082138,8.716702461242676,5.580873966217041,5700,461619,1000.0,73428.11032369999
-0.011010289192199707,273,-0.018246710300445557,8.73281192779541,5.831363677978516,5800,469719,1000.0,73769.10725111999
-0.021067500114440918,273,-0.0912122055888176,8.693817138671875,5.857851982116699,5900,477819,1000.0,74048.81702115
-0.001055002212524414,273,-0.17742659151554108,8.69888973236084,5.9053850173950195,6000,485919,1000.0,74058.53310576001
0.061487555503845215,273,0.02004469931125641,8.701704978942871,5.6731109619140625,6100,494019,1000.0,74306.49333556999
-0.08968508243560791,273,-0.3988656997680664,8.672890663146973,5.816949844360352,6200,502119,1000.0,74432.52946985999
0.0027950406074523926,274,-0.2832183241844177,8.648147583007812,5.867332458496094,6300,510219,1000.0,74628.40582751
-0.03663206100463867,274,-0.10147691518068314,8.636191368103027,5.647574424743652,6400,518319,1000.0,74930.60310277999
0.011012494564056396,274,-0.14310109615325928,8.633890151977539,5.844701290130615,6500,526419,1000.0,75164.68214656
0.032481372356414795,274,0.27726468443870544,8.61934757232666,5.706083297729492,6600,534519,1000.0,75344.08506963002
0.0034058690071105957,274,-0.2816959023475647,8.6310396194458,5.791974067687988,6700,542619,1000.0,75284.88075740001
0.04297763109207153,274,-0.07904943078756332,8.626242637634277,5.807412147521973,6800,550719,1000.0,75304.72251678999
0.036306917667388916,274,0.11713437736034393,8.670571327209473,5.66470193862915,6900,558819,1000.0,75392.24513828
0.10343724489212036,275,-0.05466335266828537,8.679512023925781,5.867480278015137,7000,566919,1000.0,75347.25724602
0.014817595481872559,275,0.013088703155517578,8.682141304016113,5.683941841125488,7100,575019,1000.0,75476.70653454
0.0002471804618835449,275,-0.02506421133875847,8.673956871032715,5.794485569000244,7200,583119,1000.0,75554.17311024001
0.054710984230041504,275,-0.14435945451259613,8.719650268554688,5.794995307922363,7300,591219,1000.0,75649.34185253999
-0.03025197982788086,275,0.02449890971183777,8.710234642028809,5.800513744354248,7400,599319,1000.0,75749.1594071
-0.042667508125305176,275,-0.23645293712615967,8.716361045837402,5.973693370819092,7500,607419,1000.0,75695.43003044
0.029407858848571777,275,-0.28621965646743774,8.737460136413574,5.839283466339111,7600,615519,1000.0,75609.23389334999
0.00926893949508667,275,0.048181064426898956,8.736076354980469,5.6858954429626465,7700,623619,1000.0,75654.53222043
0.0027996301651000977,275,-0.2385699450969696,8.736723899841309,5.752687931060791,7800,631719,1000.0,75662.37296002998
-0.01243448257446289,275,-0.16334053874015808,8.73656940460205,5.796509742736816,7900,639819,1000.0,75835.23153316
-0.04791712760925293,275,-0.39815258979797363,8.747549057006836,5.740869045257568,8000,647919,1000.0,76133.72674612
-0.0003795623779296875,275,0.04566134512424469,8.749114036560059,5.858802795410156,8100,656019,1000.0,76362.18198934
-0.035173773765563965,275,0.13144981861114502,8.75611686706543,5.828221321105957,8200,664119,1000.0,76602.00498822001
0.030997097492218018,275,-0.5704067349433899,8.776152610778809,5.884407997131348,8300,672219,1000.0,76809.70825822001
-0.008990049362182617,275,-0.3962847888469696,8.767929077148438,5.832976818084717,8400,680319,1000.0,76955.52733699999
-0.0020706653594970703,275,-0.38499999046325684,8.756882667541504,5.824952602386475,8500,688419,1000.0,76983.44122294
0.00702977180480957,275,-0.08704229444265366,8.733030319213867,5.812885761260986,8600,696519,1000.0,77175.08257770001
0.043432772159576416,275,-0.24692977964878082,8.730334281921387,5.866380214691162,8700,704619,1000.0,77373.35451752
0.004701137542724609,275,-0.2542678117752075,8.73378849029541,5.9453229904174805,8800,712719,1000.0,77612.06953033
0.011399626731872559,275,-0.10253296792507172,8.7689790725708,6.039629936218262,8900,720819,1000.0,77791.34351589001
0.01868760585784912,275,-0.36722028255462646,8.791546821594238,5.97857666015625,9000,728919,1000.0,77666.25121416
0.0010895729064941406,275,-0.2194434404373169,8.778613090515137,5.912561893463135,9100,737019,1000.0,77550.27545375
0.12426316738128662,275,-0.11041875183582306,8.751416206359863,6.199398994445801,9200,745119,1000.0,77473.08762315
0.002332031726837158,275,-0.14850486814975739,8.759430885314941,5.978946685791016,9300,753219,1000.0,77514.72732171
0.0056067705154418945,275,-0.150919109582901,8.797327041625977,6.015727519989014,9400,761319,1000.0,77661.67442096
-0.04509150981903076,275,-0.3472062945365906,8.821158409118652,6.048441410064697,9500,769419,1000.0,77689.57850008
-0.007169485092163086,275,-0.3191881775856018,8.811980247497559,5.966526985168457,9600,777519,1000.0,77625.8913566
0.06000649929046631,275,-0.18545794486999512,8.819220542907715,5.930953025817871,9700,785619,1000.0,77665.39036283
-0.02177119255065918,275,0.28138312697410583,8.833978652954102,6.114274501800537,9800,793719,1000.0,77737.09273259
-0.023006796836853027,275,-0.29990625381469727,8.83960247039795,6.1225457191467285,9900,801819,1000.0,77669.34145527
0.040193140506744385,275,-0.3454893231391907,8.872330665588379,6.1425347328186035,10000,809919,1000.0,77705.37430277001
-0.029578804969787598,275,-0.21981759369373322,8.866193771362305,6.252143859863281,10100,818019,1000.0,77792.91690219002
-0.03377413749694824,275,-0.2533125877380371,8.884490966796875,6.2784743309021,10200,826119,1000.0,77928.41312238
-0.05295729637145996,275,0.1340615153312683,8.949782371520996,6.2437310218811035,10300,834219,1000.0,78313.61759692001
0.03455907106399536,275,-0.2088967263698578,8.975028038024902,6.33583402633667,10400,842319,1000.0,78575.50045464
0.03659975528717041,275,0.07395533472299576,8.977004051208496,6.3168840408325195,10500,850419,1000.0,78533.69824016
0.012639105319976807,275,-0.08166041970252991,9.000497817993164,6.21199369430542,10600,858519,1000.0,78600.22373799
-0.027558565139770508,275,-0.0806465893983841,8.980253219604492,6.3778862953186035,10700,866619,1000.0,78510.80600751
-0.0611652135848999,275,-0.3258882462978363,8.978975296020508,6.384778022766113,10800,874719,1000.0,78561.05601191
0.030838370323181152,275,-0.03993408754467964,8.992541313171387,6.14302921295166,10900,882819,1000.0,78495.54465432999
-0.050998806953430176,275,0.029364436864852905,9.006911277770996,6.428968906402588,11000,890919,1000.0,78560.95062901
-0.013117671012878418,275,0.01483406126499176,9.001136779785156,6.273203372955322,11100,899019,1000.0,78612.46291122999
0.09251749515533447,275,-0.28106796741485596,8.979523658752441,6.547357082366943,11200,907119,1000.0,78664.32915854998
-0.03333425521850586,275,-0.14292269945144653,8.97756290435791,6.38921594619751,11300,915219,1000.0,78648.07005908
0.020210742950439453,275,-0.041336581110954285,9.006743431091309,6.239563941955566,11400,923319,1000.0,78688.90348662
-0.0059430599212646484,275,-0.37535935640335083,8.995169639587402,6.327017307281494,11500,931419,1000.0,78631.72802918
-0.05358457565307617,275,0.16978928446769714,9.0161771774292,6.28792667388916,11600,939519,1000.0,78657.81996643
-0.020401597023010254,275,0.035154685378074646,9.040688514709473,6.490477085113525,11700,947619,1000.0,78712.37119456
0.06416469812393188,275,-0.16380718350410461,9.035306930541992,6.764212608337402,11800,955719,1000.0,78743.48849225
-0.0010777711868286133,275,-0.11137041449546814,9.052996635437012,6.470015048980713,11900,963819,1000.0,78757.12153295003
0.008032560348510742,275,-0.4041977524757385,9.05164909362793,6.338505744934082,12000,971919,1000.0,78784.78818978
0.002150416374206543,275,-0.11687862873077393,9.059662818908691,6.416104793548584,12100,980019,1000.0,78911.65257840001
-0.030684590339660645,275,-0.14809386432170868,9.083633422851562,6.44446325302124,12200,988119,1000.0,78972.10497164
-0.008904695510864258,275,0.08438055217266083,9.096291542053223,6.29311990737915,12300,996219,1000.0,78871.63061365999
0.039331138134002686,275,0.06048367917537689,9.090651512145996,6.218218803405762,12400,1004319,1000.0,78793.7589684
-0.0018357038497924805,275,0.2929006814956665,9.093047142028809,5.980416774749756,12500,1012419,1000.0,78796.21668916
