explained_variance,fps,policy_loss,policy_entropy,value_loss,nupdates,total_timesteps,ep_len_mean,ep_reward_mean
-0.08547461032867432,88,-0.22393837571144104,9.932570457458496,1.6344492435455322,1,0,,
-585412351.0,237,-0.17889732122421265,9.90202522277832,0.16080887615680695,100,8019,1000.0,1245.613028625
-3065.945068359375,235,0.21724778413772583,9.931564331054688,2.3535141944885254,200,16119,1000.0,685.8604779375
-59.32884979248047,243,-0.1138085350394249,9.97198486328125,0.1873486489057541,300,24219,1000.0,483.8625693333333
-0.40752243995666504,252,-0.4363369643688202,10.047033309936523,0.059072185307741165,400,32319,1000.0,429.29107915625
-0.10449016094207764,256,-0.6492685675621033,10.064446449279785,0.2349122315645218,500,40419,1000.0,569.51589455
0.04533696174621582,258,-0.19528549909591675,10.055312156677246,4.051584720611572,600,48519,1000.0,972.6895072291665
0.04742467403411865,260,-0.41317299008369446,10.025286674499512,11.559423446655273,700,56619,1000.0,2257.0713279285715
-0.07766413688659668,260,-0.15922842919826508,9.983595848083496,12.432413101196289,800,64719,1000.0,4225.31670690625
-0.0037353038787841797,261,0.5695995688438416,9.93705940246582,9.472455024719238,900,72819,1000.0,6210.840132555556
0.04796016216278076,261,-0.623089075088501,9.86926555633545,8.651469230651855,1000,80919,1000.0,8163.2807435125
0.02904951572418213,262,-0.2963450849056244,9.798659324645996,7.506584167480469,1100,89019,1000.0,10076.239759647728
0.003024756908416748,262,-0.315123975276947,9.664902687072754,6.4856367111206055,1200,97119,1000.0,12000.834081364585
0.011890888214111328,263,-0.015295252203941345,9.656098365783691,6.727407932281494,1300,105219,1000.0,14238.987484520003
-0.0029031038284301758,264,0.09516984969377518,9.671387672424316,6.1266913414001465,1400,113319,1000.0,17362.45267556
-0.01620161533355713,264,-0.035623349249362946,9.626320838928223,6.308682918548584,1500,121419,1000.0,20616.95713933
0.03800231218338013,264,-0.22249293327331543,9.560441970825195,6.018810272216797,1600,129519,1000.0,23900.999182990003
-0.054747700691223145,264,0.14548984169960022,9.499133110046387,5.790987968444824,1700,137619,1000.0,27336.467708430002
0.01578366756439209,264,-0.4008050560951233,9.457563400268555,5.7839860916137695,1800,145719,1000.0,30741.80498399
0.00794994831085205,265,-0.31023120880126953,9.406577110290527,5.801050662994385,1900,153819,1000.0,34003.846060619995
-0.05775773525238037,265,-0.3650219142436981,9.381194114685059,5.6587018966674805,2000,161919,1000.0,36639.57730791999
-0.002501964569091797,266,-0.45816558599472046,9.358415603637695,6.052907466888428,2100,170019,1000.0,39054.73366925
-0.004148364067077637,266,-0.25004374980926514,9.385225296020508,5.868939399719238,2200,178119,1000.0,40986.718115029995
-0.03504037857055664,266,0.20368364453315735,9.320572853088379,5.440234184265137,2300,186219,1000.0,42796.7322286
-0.049169063568115234,267,-0.2739719748497009,9.251548767089844,5.665877342224121,2400,194319,1000.0,44406.2062687
-0.043923377990722656,267,-0.3267277181148529,9.221894264221191,5.789690017700195,2500,202419,1000.0,45927.14454923001
-0.024106979370117188,267,-0.5680265426635742,9.213610649108887,5.943760871887207,2600,210519,1000.0,47333.22672715001
0.007787883281707764,268,-0.011377759277820587,9.227185249328613,5.8778181076049805,2700,218619,1000.0,48554.62053525999
0.011366605758666992,268,-0.1301906853914261,9.199545860290527,5.695889949798584,2800,226719,1000.0,49834.406513840004
-0.0410083532333374,269,-0.1668245494365692,9.166436195373535,5.742785453796387,2900,234819,1000.0,51088.334082500005
0.022813081741333008,269,-0.00680164247751236,9.097945213317871,5.531762599945068,3000,242919,1000.0,52365.40427813
-0.024086713790893555,269,-0.08786045759916306,9.02878475189209,5.731175899505615,3100,251019,1000.0,53907.72573792001
0.016368865966796875,269,-0.11917342245578766,9.03035831451416,6.272497653961182,3200,259119,1000.0,55335.03154701
0.0001137852668762207,269,0.17426474392414093,8.996306419372559,6.164122104644775,3300,267219,1000.0,56778.674897330005
0.004373013973236084,270,-0.10220917314291,8.966440200805664,6.435534477233887,3400,275319,1000.0,58314.895745129994
-0.004005551338195801,270,-0.1038801297545433,8.953629493713379,6.5077385902404785,3500,283419,1000.0,59912.55320319999
-0.02034616470336914,270,0.07935605198144913,8.90887451171875,6.547410488128662,3600,291519,1000.0,61475.61544632
0.005457460880279541,270,0.2132851481437683,8.850064277648926,6.663381099700928,3700,299619,1000.0,62859.05377253001
-0.05265986919403076,271,-0.2932937741279602,8.818530082702637,6.7032928466796875,3800,307719,1000.0,64116.01022252
0.005247592926025391,271,0.26497483253479004,8.803757667541504,6.705955505371094,3900,315819,1000.0,65503.18609487
-0.03192782402038574,271,-0.3966362476348877,8.801939010620117,6.685713291168213,4000,323919,1000.0,66646.85838116
0.022385716438293457,271,-0.21123144030570984,8.80501651763916,6.8584184646606445,4100,332019,1000.0,67867.25688458
0.00751107931137085,272,-0.1211366355419159,8.842541694641113,6.486236572265625,4200,340119,1000.0,68937.05312168
