value_loss,nupdates,policy_entropy,total_timesteps,fps,explained_variance,ep_len_mean,ep_reward_mean
157873.75,11600,7.696358680725098,406000,277,0.0001875758171081543,1000.0,44479.8984017
65619.015625,11700,7.656609058380127,409500,278,-8.344650268554688e-07,1000.0,44479.8984017
112123.2265625,11800,7.624941349029541,413000,277,-4.410743713378906e-06,1000.0,45183.889179690006
46044.7890625,11900,7.603850364685059,416500,278,3.49879264831543e-05,1000.0,45183.889179690006
66938.3515625,12000,7.567424774169922,420000,277,-9.5367431640625e-07,1000.0,45135.32313491001
70779.578125,12100,7.532012939453125,423500,278,1.6093254089355469e-06,1000.0,45135.32313491001
128512.984375,12200,7.502548694610596,427000,277,3.063678741455078e-05,1000.0,46105.90235119
55395.82421875,12300,7.461579322814941,430500,278,-1.4066696166992188e-05,1000.0,46105.90235119
102087.7890625,12400,7.430210590362549,434000,277,-7.033348083496094e-06,1000.0,46988.26681460001
29691.62109375,12500,7.407921314239502,437500,278,-1.5974044799804688e-05,1000.0,46988.26681460001
85162.2578125,12600,7.377821445465088,441000,277,-3.421306610107422e-05,1000.0,47934.79097917
27270.796875,12700,7.340832710266113,444500,278,-1.0371208190917969e-05,1000.0,47934.79097917
75448.453125,12800,7.297546863555908,448000,277,-8.940696716308594e-06,1000.0,49222.2217471
1695.3291015625,12900,7.2718706130981445,451500,278,-2.658367156982422e-05,1000.0,49222.2217471
77152.2890625,13000,7.224566459655762,455000,278,4.887580871582031e-06,1000.0,50125.886418320006
93474.515625,13100,7.210941314697266,458500,278,1.1324882507324219e-06,1000.0,50125.886418320006
140918.75,13200,7.2043657302856445,462000,278,2.9802322387695312e-06,1000.0,51419.381108570014
17431.759765625,13300,7.162405490875244,465500,278,1.5497207641601562e-06,1000.0,51419.381108570014
206524.734375,13400,7.145992279052734,469000,278,-1.1920928955078125e-07,1000.0,49861.65393689
10600.546875,13500,7.118788242340088,472500,278,-3.814697265625e-06,1000.0,49861.65393689
187049.28125,13600,7.093436241149902,476000,278,-1.5497207641601562e-06,1000.0,50321.549416530004
18231.578125,13700,7.049067497253418,479500,278,1.0132789611816406e-06,1000.0,50321.549416530004
139276.71875,13800,7.005702018737793,483000,278,5.960464477539062e-07,1000.0,50541.18197875
92019.546875,13900,6.99820613861084,486500,278,1.7881393432617188e-07,1000.0,50541.18197875
123811.1015625,14000,6.957150936126709,490000,278,-1.430511474609375e-06,1000.0,50512.95186658
81550.203125,14100,6.916677474975586,493500,278,0.0,1000.0,50512.95186658
92387.90625,14200,6.898702621459961,497000,278,-5.960464477539062e-07,1000.0,51448.50100614001
46456.5546875,14300,6.871011734008789,500500,278,1.1920928955078125e-07,1000.0,51448.50100614001
236908.875,14400,6.826238632202148,504000,278,-1.1920928955078125e-07,1000.0,52332.80586699
30606.728515625,14500,6.802189826965332,507500,278,2.384185791015625e-07,1000.0,52332.80586699
102189.15625,14600,6.775614261627197,511000,278,0.0,1000.0,54054.35067682001
71021.75,14700,6.772160530090332,514500,279,2.384185791015625e-07,1000.0,54054.35067682001
104884.6875,14800,6.736613750457764,518000,278,0.0,1000.0,55424.61166485
67698.34375,14900,6.732987403869629,521500,279,-3.5762786865234375e-07,1000.0,55424.61166485
200728.828125,15000,6.692050457000732,525000,278,-7.152557373046875e-07,1000.0,56590.503319879994
115690.5390625,15100,6.674993515014648,528500,279,2.384185791015625e-07,1000.0,56590.503319879994
329001.09375,15200,6.629446506500244,532000,278,3.039836883544922e-06,1000.0,57789.15465862001
485.2606506347656,15300,6.649460792541504,535500,279,-2.0265579223632812e-06,1000.0,57789.15465862001
334040.625,15400,6.632840633392334,539000,278,7.331371307373047e-06,1000.0,55424.91581626
1676.011474609375,15500,6.625868797302246,542500,279,1.3113021850585938e-06,1000.0,55424.91581626
223334.703125,15600,6.5995893478393555,546000,278,1.3113021850585938e-06,1000.0,53025.91245358999
666.0428466796875,15700,6.571718692779541,549500,279,5.364418029785156e-06,1000.0,53025.91245358999
196073.9375,15800,6.539646148681641,553000,278,-8.344650268554688e-07,1000.0,50320.930896219994
56132.8046875,15900,6.519523620605469,556500,279,-5.960464477539062e-07,1000.0,50320.930896219994
235650.921875,16000,6.4785943031311035,560000,278,-1.3113021850585938e-06,1000.0,48181.008677809994
43481.9921875,16100,6.470550537109375,563500,279,4.172325134277344e-07,1000.0,48181.008677809994
350190.9375,16200,6.432721138000488,567000,279,6.079673767089844e-06,1000.0,48853.976701609994
25743.537109375,16300,6.400664329528809,570500,279,1.5497207641601562e-06,1000.0,48853.976701609994
194856.640625,16400,6.368441104888916,574000,279,-5.960464477539062e-07,1000.0,48663.98799724999
26085.037109375,16500,6.346524715423584,577500,279,1.7881393432617188e-06,1000.0,48663.98799724999
295961.53125,16600,6.337332725524902,581000,279,1.0728836059570312e-06,1000.0,48061.29625724999
113875.5546875,16700,6.316131591796875,584500,279,-1.1920928955078125e-07,1000.0,48061.29625724999
389781.5,16800,6.289849281311035,588000,279,2.9206275939941406e-06,1000.0,48472.718789789986
931.741455078125,16900,6.2843780517578125,591500,279,-2.300739288330078e-05,1000.0,48472.718789789986
386035.375,17000,6.241091251373291,595000,279,1.1920928955078125e-07,1000.0,45606.5201204
543.4730834960938,17100,6.214966297149658,598500,279,7.152557373046875e-07,1000.0,45606.5201204
394903.65625,17200,6.192014217376709,602000,279,2.980232238769531e-07,1000.0,42542.50880272
978.4390869140625,17300,6.1936516761779785,605500,279,2.9802322387695312e-06,1000.0,42542.50880272
448299.625,17400,6.178687572479248,609000,279,-2.6226043701171875e-06,1000.0,38846.27040690999
454.01239013671875,17500,6.1640119552612305,612500,279,-3.814697265625e-06,1000.0,38846.27040690999
424856.125,17600,6.1549272537231445,616000,279,2.562999725341797e-06,1000.0,35316.78043944
6463.07568359375,17700,6.1032795906066895,619500,279,-9.5367431640625e-07,1000.0,35316.78043944
379864.78125,17800,6.075862407684326,623000,279,8.344650268554688e-07,1000.0,32448.109365960005
44333.1953125,17900,6.054694175720215,626500,279,-5.960464477539062e-07,1000.0,32448.109365960005
295968.15625,18000,6.049752712249756,630000,279,0.0,1000.0,30603.492319459998
100.08257293701172,18100,6.060437202453613,633500,279,7.152557373046875e-07,1000.0,30603.492319459998
408690.0,18200,6.0434770584106445,637000,279,-2.384185791015625e-07,1000.0,30678.83827951
9449.984375,18300,6.040311336517334,640500,279,2.980232238769531e-07,1000.0,30678.83827951
479445.5,18400,6.0209269523620605,644000,279,0.0,1000.0,31548.33715829
333.1443176269531,18500,5.995404243469238,647500,279,5.364418029785156e-07,1000.0,31548.33715829
400164.59375,18600,5.957033634185791,651000,279,4.76837158203125e-07,1000.0,31720.640847309995
78.38050842285156,18700,5.892658233642578,654500,279,4.470348358154297e-06,1000.0,31720.640847309995
490595.9375,18800,5.927287578582764,658000,279,-1.1920928955078125e-07,1000.0,31005.971566610002
336.98419189453125,18900,5.9433417320251465,661500,280,-9.894371032714844e-06,1000.0,31005.971566610002
496349.875,19000,5.95084285736084,665000,279,1.0728836059570312e-06,1000.0,29085.453381139996
108.21125793457031,19100,5.952915668487549,668500,279,-3.5762786865234375e-06,1000.0,29085.453381139996
515067.15625,19200,5.945573806762695,672000,279,-8.344650268554688e-07,1000.0,27085.275487410003
154.4342041015625,19300,5.929929733276367,675500,279,1.1324882507324219e-06,1000.0,27085.275487410003
531176.3125,19400,5.911131381988525,679000,279,1.430511474609375e-06,1000.0,24433.80954376
605.695556640625,19500,5.893278121948242,682500,280,0.0,1000.0,24433.80954376
545745.6875,19600,5.887063980102539,686000,279,7.748603820800781e-07,1000.0,21316.46354851
636.4288940429688,19700,5.852530479431152,689500,280,-2.6226043701171875e-06,1000.0,21316.46354851
563701.6875,19800,5.821261882781982,693000,279,1.4722347259521484e-05,1000.0,20189.84080198
213.90187072753906,19900,5.81355094909668,696500,280,-5.3763389587402344e-05,1000.0,20189.84080198
555896.3125,20000,5.805326461791992,700000,279,-4.887580871582031e-06,1000.0,20053.90973574
641.98193359375,20100,5.785869598388672,703500,280,2.2649765014648438e-06,1000.0,20053.90973574
567630.1875,20200,5.769467830657959,707000,279,-1.823902130126953e-05,1000.0,19961.694973249996
418.8904724121094,20300,5.74611234664917,710500,280,-1.239776611328125e-05,1000.0,19961.694973249996
590916.0,20400,5.709038734436035,714000,279,2.6226043701171875e-05,1000.0,19781.587141670003
720.75927734375,20500,5.702859401702881,717500,279,9.125471115112305e-05,1000.0,19781.587141670003
595432.875,20600,5.743864059448242,721000,279,3.337860107421875e-06,1000.0,19065.837013469998
216.99684143066406,20700,5.74261999130249,724500,279,0.00011080503463745117,1000.0,19065.837013469998
606038.1875,20800,5.702635765075684,728000,279,1.9729137420654297e-05,1000.0,17260.84783819
482.9991149902344,20900,5.699447154998779,731500,279,1.2218952178955078e-05,1000.0,17260.84783819
633400.75,21000,5.647019386291504,735000,279,-1.0967254638671875e-05,1000.0,15844.274587549999
465.4718322753906,21100,5.59946346282959,738500,279,-8.726119995117188e-05,1000.0,15844.274587549999
630889.0625,21200,5.614481449127197,742000,279,-4.565715789794922e-05,1000.0,14778.901061709998
470.7939758300781,21300,5.613402366638184,745500,279,-4.8995018005371094e-05,1000.0,14778.901061709998
647409.875,21400,5.595109939575195,749000,279,1.3649463653564453e-05,1000.0,14032.759741610002
348.2342529296875,21500,5.582490921020508,752500,279,1.615285873413086e-05,1000.0,14032.759741610002
653690.875,21600,5.605818748474121,756000,279,6.139278411865234e-06,1000.0,13409.06357294
458.9399719238281,21700,5.565006256103516,759500,279,-2.574920654296875e-05,1000.0,13409.06357294
670083.625,21800,5.551004409790039,763000,279,-8.344650268554688e-07,1000.0,13352.55883583
193.81484985351562,21900,5.5351104736328125,766500,279,4.2557716369628906e-05,1000.0,13352.55883583
701196.0,22000,5.514708518981934,770000,279,4.172325134277344e-06,1000.0,13475.80558667
478.9722595214844,22100,5.454030990600586,773500,279,3.4570693969726562e-06,1000.0,13475.80558667
691679.125,22200,5.443601131439209,777000,279,-7.510185241699219e-06,1000.0,13550.973649520001
359.699951171875,22300,5.421624183654785,780500,279,1.4185905456542969e-05,1000.0,13550.973649520001
710699.3125,22400,5.410076141357422,784000,279,6.854534149169922e-06,1000.0,13740.5723502
474.40692138671875,22500,5.35059118270874,787500,279,0.00390934944152832,1000.0,13740.5723502
499378.5625,22600,5.3473429679870605,791000,279,1.4543533325195312e-05,1000.0,14964.831685380002
12653.2705078125,22700,5.363580703735352,794500,279,-1.0728836059570312e-06,1000.0,14964.831685380002
756677.0625,22800,5.332381248474121,798000,279,0.0024706125259399414,1000.0,16674.05913398
3032.50390625,22900,5.3283185958862305,801500,279,0.005266726016998291,1000.0,16674.05913398
548509.3125,23000,5.299109935760498,805000,279,4.0531158447265625e-06,1000.0,17902.303688169995
106702.2734375,23100,5.310181617736816,808500,279,6.556510925292969e-07,1000.0,17902.303688169995
778788.625,23200,5.298538684844971,812000,279,9.5367431640625e-06,1000.0,21613.89852405
59612.73046875,23300,5.26134729385376,815500,279,-5.841255187988281e-06,1000.0,21613.89852405
750932.25,23400,5.248846054077148,819000,279,-1.9073486328125e-06,1000.0,25061.593168150004
426.960693359375,23500,5.241316795349121,822500,279,-2.3126602172851562e-05,1000.0,25061.593168150004
724642.1875,23600,5.258417129516602,826000,279,1.6689300537109375e-05,1000.0,25370.916071780008
1889.6451416015625,23700,5.245230197906494,829500,279,-1.6808509826660156e-05,1000.0,25370.916071780008
599529.0,23800,5.252323150634766,833000,279,2.4437904357910156e-06,1000.0,25999.292966400004
227.43821716308594,23900,5.206211090087891,836500,279,-5.352497100830078e-05,1000.0,25999.292966400004
828245.5,24000,5.140957832336426,840000,279,0.15922975540161133,1000.0,27463.72060806
12074.7548828125,24100,5.127140045166016,843500,279,0.0028525590896606445,1000.0,27463.72060806
735697.8125,24200,5.117271900177002,847000,279,-2.491474151611328e-05,1000.0,28383.995710719995
5632.10205078125,24300,5.125827312469482,850500,279,0.0006322264671325684,1000.0,28383.995710719995
842222.5625,24400,5.091740608215332,854000,279,0.0024102330207824707,1000.0,29094.916672940002
161.54713439941406,24500,5.078607559204102,857500,279,-0.00033080577850341797,1000.0,29094.916672940002
800334.875,24600,5.061142921447754,861000,279,-0.21446311473846436,1000.0,28900.4615179
5274.79931640625,24700,5.052677631378174,864500,279,-0.0008546113967895508,1000.0,28900.4615179
763164.875,24800,5.051536560058594,868000,278,-0.00021851062774658203,1000.0,29576.34873507
206.97207641601562,24900,5.084896564483643,871500,279,0.0016184449195861816,1000.0,29576.34873507
923380.0625,25000,5.092771530151367,875000,278,0.0005707740783691406,1000.0,30219.017041400006
573.0731811523438,25100,5.107702732086182,878500,279,0.00046628713607788086,1000.0,30219.017041400006
853222.5,25200,5.097072124481201,882000,278,2.0384788513183594e-05,1000.0,30351.441798930002
145.3135223388672,25300,5.115869522094727,885500,279,0.0001977086067199707,1000.0,30351.441798930002
900282.1875,25400,5.1139326095581055,889000,278,-4.9233436584472656e-05,1000.0,29535.48333347
32476.431640625,25500,5.056557655334473,892500,279,-1.7881393432617188e-06,1000.0,29535.48333347
